,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
79,Ben Chilwell,ENG,DF,Chelsea,1996,6.0,8,3,2,6,0,2,5,3,7,0,7,4,12,14,1,18,2.99,10,7,0,1,0,0,1,0.17,0,1,0,0,0,0,0,0,0,10,15,2,32,4,3,0,1,0,32,7,10,268,347,77.2,3845,959,164,179,75,98,15,41,1,0.8,0.7,0.2,10,7,6,1,18,420,9,85,143,195,24,420,6,3,3,207,925,485,14,7,4,13,3,258,46,3,13,6,2.16,1.0,0.23,0.5,17.7,0,0,0,0.9,0.9,0.07,2.1,2.1,2
80,Chiquinho,POR,DF|FW,Wolves,2000,2.3,9,6,4,5,0,4,5,1,5,0,5,2,11,1,0,10,4.33,6,1,1,0,2,0,3,1.3,3,0,0,0,0,0,0,0,0,9,8,0,25,2,6,0,0,0,17,4,5,70,108,64.8,1130,423,45,57,17,27,7,16,3,0.7,0.6,2.3,5,4,4,4,7,147,2,23,52,75,16,147,17,10,7,92,650,236,10,4,6,9,6,101,35,0,5,2,2.16,0.87,0.0,0.0,9.0,0,0,0,0.6,0.6,0.12,-0.6,-0.6,2
81,Hamza Choudhury,ENG,DF|MF,Leicester City,1997,3.2,9,3,4,4,1,3,5,2,0,0,0,12,21,10,0,3,0.95,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,4,5,0,0,12,3,0,0,0,15,10,2,128,156,82.1,2041,543,68,74,47,54,10,18,0,0.0,0.0,0.0,0,3,0,0,5,206,18,94,105,8,2,206,3,2,1,94,359,118,0,4,1,8,2,124,1,0,1,0,0.32,0.0,0.0,0.0,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0,2
83,Carney Chukwuemeka,ENG,MF|FW,Aston Villa,2003,3.3,7,1,2,5,0,3,5,2,3,0,3,1,8,2,1,5,1.49,5,0,0,0,0,0,2,0.59,2,0,0,0,0,0,0,0,0,3,9,0,0,1,1,0,0,0,16,7,9,98,121,81.0,1261,218,66,74,26,30,3,3,1,1.0,0.6,0.0,2,5,0,0,7,167,3,22,89,58,11,167,10,6,4,111,710,323,9,6,5,9,6,123,14,0,4,1,1.2,0.3,0.0,0.0,17.1,0,0,0,0.6,0.6,0.16,-0.6,-0.6,2
84,Ciaran Clark,IRL,DF,Newcastle Utd,1989,11.3,13,10,4,7,2,9,14,5,14,11,3,13,26,43,1,8,0.71,7,0,0,1,0,0,1,0.09,1,0,0,0,0,0,2,1,0,6,5,1,1,13,10,0,1,0,49,26,15,290,370,78.4,5127,1772,110,126,152,181,20,41,1,0.3,0.3,0.7,4,15,1,1,17,464,73,258,175,33,22,464,5,4,1,231,807,361,2,3,0,3,2,259,6,0,7,1,0.62,0.09,0.0,0.0,7.8,0,0,0,1.1,1.1,0.15,-1.1,-1.1,2
86,Nathaniel Clyne,ENG,DF,Crystal Palace,1991,15.0,21,10,11,9,1,10,20,10,7,2,5,15,36,32,0,12,0.8,10,2,0,0,0,0,2,0.13,2,0,0,0,0,0,1,0,0,3,5,0,17,15,10,0,0,0,73,10,7,561,727,77.2,8523,3116,289,322,228,292,22,64,1,0.4,0.5,0.6,6,24,7,3,36,827,39,310,384,140,1,827,6,4,2,377,1769,840,14,9,0,10,4,443,25,0,3,2,0.2,0.13,0.0,0.0,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2
90,Aaron Connolly,IRL,FW|MF,Brighton,2000,1.7,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,2,1.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,2,5,14,19,73.7,172,16,8,8,5,5,0,1,0,0.1,0.1,-0.1,1,0,0,0,1,33,0,0,13,20,4,33,2,0,2,22,121,38,3,0,0,2,2,22,7,0,2,0,1.15,0.0,0.0,0.0,15.5,0,0,0,0.4,0.4,0.18,-0.4,-0.4,2
92,Jack Cork,ENG,MF,Burnley,1989,18.6,20,6,6,11,3,7,20,13,17,4,13,17,37,29,1,11,0.59,10,0,0,0,1,0,0,0.0,0,0,0,0,0,0,4,0,0,31,10,1,8,17,6,0,0,0,96,26,21,423,577,73.3,6846,1918,217,273,143,191,43,71,0,0.3,0.3,-0.3,6,45,5,1,46,740,39,130,492,121,10,740,13,7,6,309,1204,430,12,7,0,18,20,389,12,1,7,1,0.38,0.05,0.14,1.0,18.0,0,0,0,0.7,0.7,0.1,0.3,0.3,2
94,Hélder Costa,ANG,MF,Leeds United,1994,0.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4.29,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,5,5,100.0,79,0,2,2,3,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0,9,0,2,4,3,0,9,0,0,0,6,18,1,0,0,0,1,0,6,2,0,1,0,4.09,0.0,0.0,0.0,23.3,0,0,0,0.0,0.0,0.01,0.0,0.0,2
98,Charlie Cresswell,ENG,DF,Leeds United,2002,1.6,5,2,1,4,0,3,3,0,1,1,0,2,7,6,0,2,1.28,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,0,1,1,2,2,0,0,0,6,6,3,75,106,70.8,1560,592,23,29,43,50,9,24,0,0.0,0.0,0.0,0,3,0,0,4,124,11,71,50,3,1,124,0,0,0,68,394,271,1,0,0,1,0,77,0,0,1,0,0.64,0.0,0.0,0.0,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2
99,Cucho,COL,FW|MF,Watford,1999,12.7,13,5,5,5,3,5,27,22,13,1,12,5,18,9,0,44,3.45,26,5,6,6,1,0,5,0.39,3,1,0,1,0,0,3,0,0,13,12,1,52,5,5,0,0,1,65,31,51,239,394,60.7,3852,1368,126,172,68,106,31,66,2,1.9,1.1,0.1,20,21,15,6,39,545,19,78,196,277,39,545,39,18,21,308,1647,797,22,19,5,23,14,352,85,5,34,10,2.67,0.78,0.15,0.5,19.0,5,0,0,2.5,2.5,0.07,2.5,2.5,2
101,Luke Cundle,ENG,MF,Wolves,2002,2.0,4,3,0,4,0,1,1,0,0,0,0,1,5,1,0,3,1.5,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,3,0,0,0,12,0,2,96,105,91.4,1485,302,48,51,38,42,7,9,0,0.2,0.2,-0.2,2,11,2,0,9,116,3,30,68,18,1,116,1,0,1,48,188,103,3,1,0,2,1,86,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
102,Patson Daka,ZAM,FW,Leicester City,1998,12.9,15,10,2,8,5,2,19,17,7,0,7,2,17,8,0,30,2.33,23,0,0,3,2,2,9,0.7,6,0,0,1,0,2,2,0,0,17,14,7,1,2,10,0,0,0,29,17,44,165,223,74.0,2158,323,99,125,49,59,4,7,3,2.0,0.8,1.0,13,6,5,0,17,370,10,31,170,171,50,370,16,3,13,195,766,299,10,4,3,42,18,244,66,5,26,15,2.02,1.16,0.19,0.33,15.2,0,0,0,4.2,4.2,0.16,0.8,0.8,2
106,Josh Dasilva,ENG,MF|FW,Brentford,1998,2.9,2,1,0,1,1,1,2,1,3,0,3,1,3,7,0,8,2.8,6,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,4,3,0,4,1,1,0,0,0,23,3,1,75,93,80.6,1172,336,38,43,32,40,2,4,0,0.1,0.3,-0.1,3,6,4,0,11,123,10,28,54,42,6,123,11,7,4,74,562,333,10,6,3,5,5,66,10,0,1,0,0.35,0.0,0.0,0.0,13.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2
108,Tom Davies,ENG,MF,Everton,1998,2.6,3,1,1,1,1,2,5,3,2,1,1,2,5,9,0,5,1.91,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,4,3,0,0,2,1,0,0,0,9,3,2,60,82,73.2,822,261,35,38,18,24,2,6,0,0.0,0.1,0.0,0,4,1,0,7,124,10,31,62,32,9,124,3,2,1,59,206,79,1,0,1,6,1,68,3,1,6,2,2.31,0.77,0.17,0.5,17.3,0,0,0,0.8,0.8,0.14,0.2,0.2,2
109,Keinan Davis,ENG,FW,Aston Villa,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.5,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,100.0,44,24,1,1,2,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,3,2,0,5,0,0,0,7,13,6,0,0,0,2,1,7,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
112,Troy Deeney,ENG,FW,Watford,1988,0.3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,42.9,24,10,3,5,0,1,0,0,0,0.1,0.0,-0.1,1,1,0,0,1,12,2,2,1,9,5,12,0,0,0,2,5,3,0,0,0,1,0,10,5,0,2,0,7.2,0.0,0.0,0.0,12.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2
113,Liam Delap,ENG,FW,Manchester City,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,100.0,13,9,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
114,Fabian Delph,ENG,MF,Everton,1989,7.4,18,15,10,7,1,8,21,13,12,5,7,14,32,10,0,6,0.82,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,2,0,0,8,6,0,1,14,15,0,0,0,61,5,4,259,309,83.8,4612,1427,125,138,90,103,35,48,0,0.1,0.1,-0.1,4,37,2,0,34,382,20,103,231,50,0,382,7,5,2,215,868,337,2,2,0,8,0,226,3,0,2,0,0.27,0.0,0.0,0.0,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,2
118,Ibrahima Diallo,FRA,MF,Southampton,1999,11.4,22,11,10,9,3,10,24,14,7,0,7,9,31,10,0,30,2.64,24,0,4,0,1,1,3,0.26,3,0,0,0,0,0,1,0,0,8,15,0,7,9,11,0,0,0,77,11,12,361,453,79.7,5657,1490,190,232,132,155,26,35,2,1.0,0.3,1.0,16,43,3,2,57,546,23,93,318,143,10,546,21,16,5,321,1717,855,17,24,1,18,13,360,20,0,8,4,0.7,0.35,0.0,0.0,21.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,2
120,Luis Díaz,COL,FW,Liverpool,1997,10.6,9,7,3,5,1,2,8,6,7,0,7,4,13,2,0,60,5.64,41,0,11,6,1,1,4,0.38,3,0,0,1,0,0,0,0,0,14,14,3,14,4,7,0,0,0,54,15,16,392,455,86.2,5406,1093,240,264,116,133,22,25,3,2.6,1.5,0.4,20,14,22,4,38,595,4,32,219,349,77,595,49,31,18,399,2712,1293,53,22,31,27,26,476,127,4,38,13,3.57,1.22,0.11,0.31,16.7,0,0,0,3.6,3.6,0.09,0.4,0.4,2
122,Lucas Digne,FRA,DF,Aston Villa,1993,14.1,13,10,8,3,2,9,19,10,15,8,7,23,36,40,0,53,3.75,37,14,1,0,1,0,8,0.57,5,2,0,0,1,0,2,0,0,18,16,3,101,23,10,0,0,0,77,23,20,629,838,75.1,9033,3799,389,436,189,251,35,104,4,2.2,1.7,1.8,30,33,24,14,48,978,63,285,332,369,21,978,13,3,10,495,2252,1148,34,28,3,13,13,544,121,0,9,2,0.64,0.14,0.0,0.0,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,2
123,Lucas Digne,FRA,DF,Everton,1993,13.0,33,19,26,4,3,21,28,7,16,5,11,14,47,30,0,35,2.69,23,9,2,0,1,0,0,0.0,0,0,0,0,0,0,4,0,0,15,9,0,71,14,19,0,0,1,83,24,16,497,702,70.8,7850,3856,271,312,171,235,40,97,0,1.4,1.2,-1.4,22,41,9,4,49,829,44,277,305,258,15,829,17,8,9,356,2006,936,25,16,1,9,6,389,47,0,9,1,0.69,0.08,0.0,0.0,22.9,3,0,0,0.3,0.3,0.04,-0.3,-0.3,2
124,Issa Diop,FRA,DF,West Ham,1997,10.7,10,8,5,5,0,4,11,7,14,13,1,7,17,44,0,2,0.19,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,0,0,0,5,5,1,0,7,8,0,0,0,55,16,17,407,478,85.1,6741,2822,166,181,203,225,21,49,1,0.4,0.6,0.6,1,15,0,0,14,572,81,312,254,11,7,572,0,0,0,311,1630,859,4,0,0,2,1,353,1,0,2,2,0.19,0.19,0.0,0.0,9.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2
125,Moussa Djenepo,MLI,MF,Southampton,1998,5.1,9,3,3,5,1,3,11,8,6,1,5,2,11,6,1,18,3.54,15,0,1,1,1,0,1,0.2,1,0,0,0,0,0,3,0,0,9,10,0,6,2,3,0,0,0,28,1,9,109,147,74.1,1480,513,58,68,39,51,4,10,0,0.3,0.5,-0.3,6,10,9,2,18,246,7,32,93,123,26,246,29,12,17,155,1221,522,20,8,13,23,9,150,30,0,11,1,2.17,0.2,0.0,0.0,16.3,0,0,0,1.5,1.5,0.13,-1.5,-1.5,2
126,Lewis Dobbin,ENG,FW|MF,Everton,2003,0.4,2,1,0,1,1,1,2,1,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,5,8,62.5,92,22,3,3,0,2,2,3,0,0.0,0.0,0.0,0,2,0,0,1,13,0,1,7,5,2,13,1,0,1,10,75,41,1,0,2,1,1,8,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
127,Matt Doherty,IRL,DF,Tottenham,1992,9.7,18,12,5,11,2,8,14,6,11,2,9,13,31,20,0,30,3.09,24,0,1,5,0,0,4,0.41,4,0,0,0,0,0,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,437,533,82.0,6693,1596,252,286,145,175,32,45,4,2.0,1.4,2.0,15,13,10,4,24,644,35,183,260,204,32,644,10,6,4,382,2090,1017,29,16,9,17,6,420,80,2,16,6,1.65,0.62,0.13,0.33,14.1,0,0,0,2.5,2.5,0.16,-0.5,-0.5,2
130,Kieran Dowell,ENG,FW|MF,Norwich City,1997,10.1,18,7,8,7,3,9,32,23,10,1,9,7,25,4,0,26,2.57,19,7,0,0,0,0,1,0.1,1,0,0,0,0,0,0,0,0,19,4,0,38,7,7,0,0,0,37,8,28,223,334,66.8,3517,1068,123,157,69,89,19,53,1,1.5,1.0,-0.5,16,21,9,3,31,415,6,60,171,189,13,415,14,7,7,218,1086,437,14,8,3,13,15,284,49,1,8,2,0.79,0.2,0.13,0.5,20.8,3,0,0,1.1,1.1,0.13,-0.1,-0.1,2
131,Cody Drameh,ENG,DF|MF,Leeds United,2001,1.4,4,2,3,1,0,1,3,2,0,0,0,1,5,4,0,2,1.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,62,82,75.6,826,362,29,38,24,26,2,4,0,0.0,0.0,0.0,1,4,2,1,6,101,4,40,42,19,2,101,4,2,2,37,216,78,3,2,0,5,0,45,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
134,Paul Dummett,WAL,DF,Newcastle Utd,1991,2.2,7,3,3,4,0,5,8,3,5,0,5,3,10,5,0,1,0.45,1,0,0,0,0,0,1,0.45,1,0,0,0,0,0,2,0,0,3,3,0,3,3,3,0,0,0,5,5,2,51,73,69.9,771,363,31,36,17,26,3,10,0,0.0,0.0,0.0,0,3,0,0,5,96,9,33,51,12,0,96,0,0,0,33,128,36,0,1,0,1,0,37,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
139,Anthony Elanga,SWE,FW,Manchester Utd,2002,13.5,26,20,12,12,2,15,29,14,17,1,16,9,35,7,0,21,1.56,12,0,2,1,4,2,5,0.37,2,0,1,0,1,1,0,0,0,8,22,3,21,9,20,0,0,0,50,24,18,340,450,75.6,4282,910,229,265,71,97,12,21,2,2.4,1.2,-0.4,9,11,8,2,18,619,11,111,214,296,56,619,31,11,20,354,2063,993,32,24,10,37,15,447,114,2,21,7,1.56,0.52,0.1,0.29,15.7,0,0,0,2.6,2.6,0.12,-0.6,-0.6,2
140,Harvey Elliott,ENG,MF,Liverpool,2003,3.8,3,0,1,1,1,0,6,6,8,1,7,4,7,2,0,25,6.52,18,1,0,4,2,0,2,0.52,2,0,0,0,0,0,0,0,0,2,6,0,10,4,0,0,0,0,31,2,2,209,256,81.6,3057,789,121,135,68,79,11,14,0,0.6,0.4,-0.6,9,21,6,2,36,302,1,23,130,151,19,302,9,2,7,174,882,486,10,15,2,8,0,226,38,0,10,1,2.6,0.26,0.0,0.0,18.5,0,0,0,0.8,0.8,0.08,-0.8,-0.8,2
141,Mohamed Elneny,EGY,MF,Arsenal,1992,9.0,16,8,10,5,1,7,12,5,7,1,6,14,30,13,0,17,1.9,15,1,0,1,0,0,3,0.33,3,0,0,0,0,0,1,0,0,5,5,0,0,14,8,0,0,0,51,6,6,528,565,93.5,8669,2398,248,263,236,242,32,39,2,0.4,0.3,1.6,9,59,2,0,43,630,33,145,391,97,3,630,1,0,1,365,1508,713,5,4,1,4,3,467,2,0,8,2,0.89,0.22,0.0,0.0,26.9,0,0,0,0.2,0.2,0.02,-0.2,-0.2,2
144,Christian Eriksen,DEN,MF,Brentford,1992,10.4,13,6,4,5,4,8,17,9,9,1,8,9,22,14,0,57,5.46,26,27,1,1,1,1,7,0.67,2,5,0,0,0,0,1,0,0,5,3,0,86,9,6,0,0,0,69,5,6,478,639,74.8,9842,3756,193,210,171,215,102,179,4,3.5,2.8,0.5,30,84,17,7,82,740,18,137,374,238,12,740,16,8,8,409,1889,1044,21,16,3,18,9,475,22,1,22,8,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,2
145,Oghenekaro Etebo,NGA,MF,Watford,1995,4.5,11,8,7,4,0,3,8,5,3,1,2,5,16,5,0,5,1.12,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,8,3,0,2,5,8,0,0,0,31,3,1,151,168,89.9,3035,923,50,54,79,85,21,26,0,0.1,0.2,-0.1,2,15,3,1,16,204,15,65,130,12,0,204,10,6,4,106,548,248,3,1,0,3,2,123,1,0,3,0,0.67,0.0,0.0,0.0,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2
147,Eberechi Eze,ENG,MF|FW,Crystal Palace,1998,6.7,10,6,5,2,3,6,11,5,4,1,3,5,15,1,0,24,3.57,12,8,1,1,1,1,2,0.3,1,1,0,0,0,0,1,0,0,5,12,0,27,5,6,0,0,0,38,7,13,234,304,77.0,3880,972,124,145,82,101,25,41,1,0.9,0.8,0.1,11,22,7,2,33,376,4,48,190,143,11,376,23,14,9,222,1381,662,20,16,3,20,10,262,38,1,10,1,1.49,0.15,0.1,1.0,20.8,1,0,0,0.4,0.4,0.04,0.6,0.6,2
151,Evan Ferguson,IRL,MF,Brighton,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,5,6,83.3,73,0,3,4,0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,7,0,0,2,5,1,7,0,0,0,1,0,0,0,0,0,1,0,7,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
152,Nathan Ferguson,ENG,DF,Crystal Palace,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,60.0,29,30,3,3,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0,0,5,0,4,1,0,0,5,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
155,Federico Fernández,ARG,DF,Newcastle Utd,1989,5.8,3,0,3,0,0,2,5,3,10,10,0,4,7,28,0,4,0.69,1,0,0,3,0,0,1,0.17,0,0,0,1,0,0,0,0,0,1,2,0,1,4,0,0,0,0,24,10,5,182,211,86.3,3540,1534,60,63,99,108,21,35,0,0.3,0.2,-0.3,1,6,0,0,12,265,53,157,100,11,8,265,0,0,0,152,619,311,0,0,0,1,0,169,1,0,6,1,1.03,0.17,0.0,0.0,10.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,2
156,Fernandinho,BRA,MF|DF,Manchester City,1985,10.7,21,10,7,10,4,9,27,18,8,2,6,8,29,13,1,30,2.8,23,0,0,4,3,0,4,0.37,4,0,0,0,0,0,1,0,0,14,10,0,2,8,10,0,0,0,85,22,15,746,842,88.6,12820,3829,344,368,326,360,56,79,1,1.0,1.1,0.0,10,74,17,1,81,927,35,172,622,137,17,927,11,9,2,637,2931,1483,16,18,0,6,7,742,11,2,18,3,1.68,0.28,0.11,0.67,16.7,0,0,0,1.6,1.6,0.09,0.4,0.4,2
157,Roberto Firmino,BRA,FW,Liverpool,1991,11.0,23,14,5,8,10,3,16,13,20,0,20,4,27,3,0,40,3.64,35,0,1,3,1,0,5,0.46,4,0,0,1,0,0,3,0,0,7,6,3,8,4,14,0,0,0,53,14,27,390,501,77.8,5132,1178,237,266,107,150,15,21,4,1.7,1.7,2.3,16,31,12,1,40,664,4,49,302,322,68,664,33,17,16,370,1882,883,27,24,6,33,25,500,100,5,30,11,2.73,1.0,0.17,0.45,15.3,0,0,0,4.7,4.7,0.16,0.3,0.3,2
159,Ashley Fletcher,ENG,FW,Watford,1995,0.3,2,1,1,1,0,1,1,0,1,1,0,0,2,0,0,2,6.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,7,3,7,42.9,23,10,2,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,14,1,2,5,7,2,14,0,0,0,10,53,31,1,1,1,1,1,10,1,0,2,1,6.0,3.0,0.0,0.0,17.6,0,0,0,0.6,0.6,0.3,-0.6,-0.6,2
161,Wesley Fofana,FRA,DF,Leicester City,2000,7.0,12,8,11,1,0,7,11,4,5,2,3,12,24,26,1,4,0.57,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,7,7,0,0,12,8,0,0,0,43,20,10,470,528,89.0,8686,2839,168,183,266,284,29,50,0,0.0,0.1,0.0,2,25,0,0,28,594,55,305,275,19,5,594,3,3,0,434,2958,1710,10,9,1,5,2,439,1,0,3,1,0.43,0.14,0.0,0.0,7.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,2
164,Marcus Forss,FIN,FW|MF,Brentford,1999,2.3,3,3,0,2,1,2,4,2,5,0,5,1,4,0,0,1,0.43,0,0,0,1,0,0,1,0.43,0,0,0,1,0,0,0,0,0,3,1,0,1,1,3,0,0,0,4,2,7,22,38,57.9,341,115,12,19,5,9,3,3,1,0.2,0.0,0.8,1,5,1,0,6,69,0,2,39,28,6,69,4,1,3,29,126,44,2,0,0,9,1,37,12,0,5,0,2.15,0.0,0.0,0.0,15.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,2
167,Tariqe Fosu,GHA,DF,Brentford,1995,0.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5.29,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,6,7,85.7,103,13,2,2,4,5,0,0,0,0.0,0.0,0.0,0,0,0,0,1,10,0,0,3,7,3,10,0,0,0,7,62,53,3,1,1,0,0,8,4,0,1,1,5.29,5.29,0.0,0.0,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0,2
168,Ryan Fraser,SCO,FW|MF,Newcastle Utd,1994,16.3,10,3,5,3,2,5,13,8,11,1,10,11,21,11,0,56,3.44,34,10,0,6,6,0,7,0.43,4,1,0,1,1,0,3,0,0,10,24,2,88,11,3,0,0,0,61,5,22,334,482,69.3,5352,1620,197,234,86,128,40,84,3,2.1,2.3,0.9,25,18,24,15,34,590,22,102,192,301,42,590,4,1,3,370,1823,970,35,23,11,22,11,410,86,2,24,7,1.47,0.43,0.08,0.29,18.0,0,0,0,2.7,2.7,0.11,-0.7,-0.7,2
170,Ryan Fredericks,ENG,DF,West Ham,1992,3.4,2,2,2,0,0,0,1,1,2,1,1,4,6,6,0,4,1.17,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,1,0,9,4,2,0,0,0,11,3,2,113,150,75.3,1514,465,72,85,34,48,3,6,0,0.1,0.1,-0.1,2,2,2,1,6,172,14,50,78,44,2,172,1,0,1,87,343,188,4,3,0,2,1,99,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
171,Leo Fuhr Hjelde,NOR,MF|DF,Leeds United,2003,1.7,5,4,3,2,0,3,3,0,3,3,0,4,9,7,0,3,1.8,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,0,0,0,9,3,2,79,108,73.1,1120,430,48,57,22,32,5,13,0,0.0,0.0,0.0,1,3,0,0,3,130,9,55,60,16,1,130,0,0,0,59,178,89,1,1,0,2,0,63,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
