,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
282,Jesse Lingard,ENG,FW|MF,Manchester Utd,1992,4.1,9,7,4,3,2,2,6,4,4,0,4,0,9,1,0,16,3.92,13,0,0,2,1,0,1,0.25,0,0,0,1,0,0,1,0,0,5,4,1,8,0,7,0,0,0,19,0,1,128,153,83.7,1533,382,75,85,33,41,0,4,0,0.3,0.2,-0.3,8,11,2,0,13,200,2,18,89,93,8,200,6,2,4,127,542,311,9,5,1,12,5,152,22,2,8,6,1.96,1.47,0.25,0.33,18.6,0,0,0,0.6,0.6,0.08,1.4,1.4,2
286,Giovani Lo Celso,ARG,MF|FW,Tottenham,1996,2.6,8,4,4,2,2,4,10,6,6,1,5,1,9,0,1,10,3.78,5,2,1,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,2,6,1,10,1,4,0,0,0,11,0,3,128,161,79.5,1757,346,76,81,28,40,10,13,0,0.7,0.3,-0.7,5,10,0,0,8,210,1,23,100,90,10,210,15,9,6,121,831,340,10,11,2,11,3,155,15,0,9,0,3.4,0.0,0.0,0.0,19.4,1,0,0,0.6,0.6,0.07,-0.6,-0.6,2
287,Jürgen Locadia,NED,MF|FW,Brighton,1993,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,100.0,25,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,1,2,0,3,0,0,0,3,16,0,0,0,0,1,1,3,0,0,1,0,3.91,0.0,0.0,0.0,20.2,0,0,0,0.2,0.2,0.16,-0.2,-0.2,2
289,Kevin Long,IRL,DF,Burnley,1990,4.6,3,2,1,2,0,1,2,1,4,1,3,1,4,20,0,1,0.22,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,4,3,1,0,1,2,0,0,0,11,12,7,79,102,77.5,1696,601,19,22,46,54,14,21,0,0.0,0.0,0.0,0,2,0,0,4,141,25,81,53,7,7,141,0,0,0,52,286,125,1,0,0,2,0,69,0,0,4,0,0.88,0.0,0.0,0.0,13.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2
290,Shane Long,IRL,FW,Southampton,1987,3.4,9,5,2,4,3,1,1,0,4,0,4,0,9,2,0,5,1.46,2,0,0,0,3,0,0,0.0,0,0,0,0,0,0,1,0,0,9,8,3,1,0,5,0,0,0,9,24,19,43,72,59.7,411,97,32,46,5,11,0,1,0,0.1,0.1,-0.1,2,4,1,0,3,129,2,8,47,75,18,129,4,1,3,61,247,68,5,3,2,12,11,104,24,1,9,5,2.63,1.46,0.11,0.2,11.3,0,0,0,0.9,0.9,0.1,0.1,0.1,2
293,Jonas Lössl,DEN,GK,Brentford,1989,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,61,68.9,1177,782,6,6,17,18,18,36,0,0.0,0.0,0.0,0,2,0,0,1,64,46,62,2,0,0,64,0,0,0,37,186,103,0,0,0,0,0,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
297,Romelu Lukaku,BEL,FW,Chelsea,1993,17.7,2,1,0,1,1,1,5,4,11,1,10,0,2,20,0,50,2.83,35,0,5,3,6,1,5,0.28,0,0,3,0,2,0,1,0,0,8,12,14,7,0,1,3,0,0,33,51,47,231,327,70.6,2627,415,157,194,43,65,6,12,0,3.0,1.7,-3.0,24,10,9,0,19,483,21,29,198,259,90,482,25,13,12,237,1184,570,29,15,17,37,25,360,125,8,42,14,2.38,0.79,0.17,0.5,13.8,1,1,1,6.6,5.8,0.14,1.4,1.2,2
298,Lyanco,BRA,DF,Southampton,1997,10.1,18,15,11,7,0,10,18,8,18,13,5,13,31,50,1,10,0.99,6,0,1,2,0,1,1,0.1,1,0,0,0,0,0,2,0,0,13,7,0,4,13,15,0,0,0,73,19,14,282,397,71.0,5428,2134,94,107,158,189,25,89,0,0.1,0.1,-0.1,3,25,2,0,18,530,104,272,245,19,4,530,4,4,0,280,1232,536,3,1,0,5,2,265,1,0,6,1,0.59,0.1,0.0,0.0,16.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,2
303,Ainsley Maitland-Niles,ENG,MF,Arsenal,1997,3.0,8,4,5,3,0,2,4,2,2,0,2,4,12,4,0,7,2.35,5,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,4,3,0,2,4,4,0,0,0,23,3,3,106,138,76.8,1811,549,46,58,54,62,6,13,0,0.3,0.5,-0.3,3,16,4,1,15,171,8,41,97,34,0,171,8,4,4,87,393,171,2,5,0,4,5,110,8,0,2,0,0.67,0.0,0.0,0.0,30.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2
305,Javier Manquillo,ESP,DF,Newcastle Utd,1994,14.0,39,29,28,10,1,21,36,15,15,6,9,10,49,32,0,13,0.93,11,0,0,0,2,0,4,0.29,3,0,0,0,1,0,5,0,0,9,17,1,9,10,29,0,0,0,57,16,13,308,424,72.6,4133,1621,194,223,85,124,12,38,2,0.3,0.3,1.7,4,19,0,0,22,573,56,244,215,119,8,573,18,10,8,214,1018,442,6,11,0,14,3,230,25,1,4,2,0.29,0.14,0.25,0.5,15.2,0,0,0,0.3,0.3,0.06,0.7,0.7,2
308,Pablo Marí,ESP,DF,Arsenal,1993,2.0,5,3,1,3,1,3,6,3,5,4,1,3,8,10,0,2,1.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,3,0,0,0,10,5,3,79,92,85.9,1437,481,33,37,40,41,5,11,0,0.1,0.3,-0.1,1,6,0,0,9,120,14,46,71,4,3,120,0,0,0,68,363,202,0,0,0,2,0,67,0,0,1,0,0.5,0.0,0.0,0.0,5.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2
309,Anthony Martial,FRA,FW,Manchester Utd,1995,2.4,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,5,2.12,4,0,0,0,1,0,1,0.42,1,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,5,4,4,67,86,77.9,946,198,43,51,23,28,0,2,0,0.0,0.4,0.0,0,5,5,0,14,109,1,8,38,65,14,109,7,4,3,74,478,274,10,5,4,6,4,97,32,1,5,2,2.12,0.85,0.2,0.5,13.0,0,0,0,0.7,0.7,0.13,0.3,0.3,2
312,Adam Masina,MAR,DF,Watford,1994,12.0,24,13,11,10,3,12,29,17,18,6,12,18,42,45,0,13,1.09,9,2,0,0,1,1,1,0.08,1,0,0,0,0,0,0,0,0,14,4,0,30,18,13,0,1,0,70,29,17,375,549,68.3,7252,3197,147,183,178,230,47,121,1,0.7,0.7,0.3,7,33,7,6,37,680,61,268,296,122,5,680,11,9,2,271,1311,645,9,11,0,10,1,316,12,0,5,0,0.42,0.0,0.0,0.0,13.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,2
313,Arthur Masuaku,COD,DF|FW,West Ham,1993,7.2,31,23,19,11,1,14,23,9,9,1,8,9,40,17,0,7,0.97,6,1,0,0,0,0,2,0.28,1,1,0,0,0,0,1,0,0,8,4,0,23,9,23,0,0,0,50,16,6,289,382,75.7,4058,1291,171,189,87,121,15,40,1,0.8,0.8,0.2,2,30,6,2,33,479,26,138,198,145,9,479,17,10,7,223,1001,525,16,8,5,8,9,272,26,1,4,1,0.55,0.14,0.25,1.0,26.5,0,0,0,0.1,0.1,0.01,0.9,0.9,2
314,Juan Mata,ESP,MF,Manchester Utd,1988,2.6,6,4,2,3,1,3,5,2,1,0,1,1,7,1,0,9,3.45,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,2,6,1,4,0,0,0,22,0,0,187,217,86.2,2589,580,119,127,43,52,14,19,0,0.2,0.3,-0.2,2,16,6,2,16,245,0,38,124,85,7,245,6,3,3,157,821,355,8,8,0,6,2,194,13,0,5,1,1.91,0.38,0.0,0.0,16.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,2
315,Jean-Philippe Mateta,FRA,FW,Crystal Palace,1997,12.7,8,4,2,5,1,3,18,15,11,3,8,4,12,13,0,20,1.57,14,0,0,4,0,2,2,0.16,1,0,0,1,0,0,2,0,0,16,7,13,6,4,4,0,0,0,30,39,43,158,238,66.4,1749,253,106,142,29,44,2,7,1,1.3,0.6,-0.3,7,4,3,1,6,387,16,36,194,160,63,387,17,10,7,199,882,366,16,6,7,28,23,273,46,5,37,18,2.91,1.41,0.14,0.28,11.2,0,0,0,5.8,5.8,0.17,-0.8,-0.8,2
321,James Mcatee,ENG,MF|FW,Manchester City,2002,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9,13,69.2,141,7,3,5,6,6,0,1,0,0.0,0.0,0.0,0,0,0,0,1,16,0,1,10,5,3,16,1,1,0,7,55,30,2,0,1,1,2,12,3,0,1,0,4.5,0.0,0.0,0.0,10.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,2
323,Liam McCarron,SCO,FW,Leeds United,2001,0.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,100.0,42,0,1,1,0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,2,15,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
331,Hannibal Mejbri,TUN,FW,Manchester Utd,2003,0.8,2,1,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,1,0,1,17,21,81.0,180,9,12,13,3,3,0,1,0,0.0,0.0,0.0,0,1,0,0,0,32,0,6,13,14,0,32,2,1,1,18,111,28,0,2,0,1,1,23,4,0,1,1,1.32,1.32,0.0,0.0,22.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,2
332,Benjamin Mendy,FRA,DF,Manchester City,1994,0.9,2,2,1,1,0,2,6,4,0,0,0,0,2,0,0,5,5.77,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,2,0,0,0,5,0,3,80,94,85.1,1225,387,42,46,33,35,3,7,0,0.1,0.1,-0.1,2,9,1,1,9,100,0,13,64,23,1,100,3,2,1,67,335,253,4,4,0,1,0,73,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
334,Nampalys Mendy,SEN,MF,Leicester City,1992,11.5,12,6,8,4,0,6,17,11,7,4,3,11,23,11,1,5,0.44,5,0,0,0,0,0,3,0.26,3,0,0,0,0,0,3,0,0,17,18,0,0,11,6,0,0,0,72,5,9,593,645,91.9,9282,1636,304,323,233,247,35,43,0,0.0,0.1,0.0,1,39,0,0,36,725,21,186,486,58,0,725,4,4,0,470,2378,989,9,12,0,12,9,542,8,0,1,1,0.09,0.09,0.0,0.0,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0,2
336,Luka Milivojević,SRB,MF,Crystal Palace,1991,8.6,18,9,9,6,3,10,16,6,6,1,5,11,29,15,0,20,2.33,8,10,0,0,1,1,0,0.0,0,0,0,0,0,0,1,0,0,15,10,0,43,11,9,0,1,1,58,13,6,400,493,81.1,7100,2097,182,202,157,185,46,79,0,0.7,1.0,-0.7,11,36,6,3,37,562,21,138,315,113,1,562,2,2,0,285,1005,464,2,7,0,3,3,338,4,0,8,0,0.93,0.0,0.0,0.0,26.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3,2
337,James Milner,ENG,MF|DF,Liverpool,1986,9.5,28,16,12,11,5,12,29,17,19,5,14,17,45,20,0,40,4.22,29,8,1,1,1,0,2,0.21,1,1,0,0,0,0,2,0,0,17,14,0,43,17,16,0,0,0,72,13,10,646,777,83.1,11063,3500,301,327,264,312,62,95,1,2.2,1.5,-1.2,22,73,18,6,73,903,39,166,488,252,12,903,6,2,4,492,1686,798,9,9,1,12,5,624,38,0,10,2,1.06,0.21,0.0,0.0,23.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,2
338,Yerry Mina,COL,DF,Everton,1994,9.4,12,10,12,0,0,10,13,3,13,9,4,11,23,38,1,2,0.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,0,5,9,1,3,11,10,0,0,0,45,30,16,288,362,79.6,5565,1860,97,116,136,159,43,68,0,0.0,0.0,0.0,1,10,0,0,20,458,85,262,172,26,14,458,0,0,0,218,1094,538,1,0,0,2,1,251,2,0,6,2,0.64,0.21,0.0,0.0,10.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,2
339,Takumi Minamino,JPN,FW|MF,Liverpool,1995,2.1,3,2,1,1,1,2,8,6,2,0,2,1,4,2,0,8,3.87,6,0,0,0,1,1,1,0.48,1,0,0,0,0,0,1,0,0,4,4,0,0,1,2,0,0,0,13,1,5,58,69,84.1,648,146,42,45,10,15,2,2,0,0.5,0.6,-0.5,2,6,3,0,5,93,1,8,36,50,9,93,5,1,4,58,241,92,2,1,2,2,5,75,15,3,7,4,3.39,1.94,0.43,0.75,15.2,0,0,0,1.6,1.6,0.23,1.4,1.4,2
344,Tyler Morton,ENG,MF,Liverpool,2002,0.7,0,0,0,0,0,0,2,2,0,0,0,3,3,0,0,1,1.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,5,2,3,30,35,85.7,527,116,15,16,9,9,5,7,0,0.0,0.0,0.0,0,5,0,0,4,41,0,2,33,6,0,41,0,0,0,24,54,12,0,1,0,2,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
348,Bali Mumba,ENG,DF,Norwich City,2001,0.5,1,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,7,10,70.0,78,27,6,6,1,1,0,2,0,0.0,0.0,0.0,0,0,0,0,1,19,8,13,3,3,0,19,1,0,1,9,44,16,1,1,0,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
350,Enock Mwepu,ZAM,MF,Brighton,1998,11.1,22,12,10,10,2,5,27,22,20,2,18,12,34,19,0,26,2.35,18,0,2,3,3,0,7,0.63,6,0,0,0,1,0,2,0,0,18,15,2,7,12,12,1,1,0,70,9,29,289,393,73.5,3992,899,159,191,98,127,10,29,4,1.6,0.8,2.4,9,18,4,0,27,549,22,108,274,179,34,549,23,15,8,305,1661,867,22,16,3,26,9,339,44,2,19,8,1.72,0.72,0.11,0.25,20.0,0,0,0,2.1,2.1,0.11,-0.1,-0.1,2
351,Vitaliy Mykolenko,UKR,DF,Everton,1999,11.7,25,15,15,7,3,12,21,9,15,2,13,16,41,37,0,16,1.36,10,5,0,0,1,0,3,0.26,1,1,0,0,1,0,0,0,0,13,9,0,41,16,15,1,0,0,64,10,12,319,465,68.6,4900,2092,188,216,96,155,25,66,0,0.8,0.8,-0.8,8,21,7,5,27,603,43,197,212,200,13,603,9,3,6,227,999,433,8,6,1,11,4,241,27,1,8,2,0.68,0.17,0.13,0.5,19.0,0,0,0,0.5,0.5,0.06,0.5,0.5,2
352,Marvelous Nakamba,ZIM,MF,Aston Villa,1994,10.0,32,19,18,14,0,12,34,22,14,4,10,12,44,17,1,10,1.0,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0,5,0,0,16,9,0,1,12,19,0,0,0,82,10,12,327,385,84.9,4835,1518,187,219,114,129,18,21,0,0.0,0.2,0.0,2,33,1,0,24,494,40,161,287,51,0,494,16,14,2,279,1135,423,5,5,0,14,10,261,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
354,Tanguy Ndombele,FRA,MF,Tottenham,1996,5.4,10,7,3,5,2,1,8,7,5,0,5,1,11,1,0,15,2.79,10,0,1,2,2,0,1,0.19,1,0,0,0,0,0,1,0,0,3,9,0,3,1,7,0,0,0,27,2,1,230,267,86.1,3175,787,124,136,78,90,10,13,1,0.4,0.5,0.6,4,22,3,0,21,339,5,43,211,92,11,339,20,11,9,216,1172,531,14,19,5,20,20,272,25,1,9,3,1.67,0.56,0.11,0.33,17.4,0,0,0,0.4,0.4,0.05,0.6,0.6,2
355,Reiss Nelson,ENG,FW,Arsenal,1999,0.2,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,3,13.5,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,12,66.7,66,0,7,10,0,1,0,0,0,0.0,0.1,0.0,1,0,0,0,0,16,0,0,5,11,2,16,0,0,0,10,21,8,0,0,0,0,0,11,4,0,1,0,4.5,0.0,0.0,0.0,18.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2
356,Pedro Neto,POR,FW|MF,Wolves,2000,5.2,4,4,2,0,2,0,9,9,0,0,0,6,10,1,0,25,4.82,11,4,3,2,3,2,1,0.19,1,0,0,0,0,0,3,0,0,2,6,1,37,6,4,0,0,0,21,3,6,181,237,76.4,2805,542,97,106,61,82,13,29,1,1.0,0.9,0.0,13,4,4,2,10,308,1,21,117,174,24,308,23,12,11,206,1499,719,27,22,10,21,12,237,49,1,17,4,3.28,0.77,0.06,0.25,19.7,1,0,0,1.5,1.5,0.09,-0.5,-0.5,2
358,Jeremy Ngakia,ENG,DF,Watford,2000,10.0,31,18,23,5,3,11,26,15,11,4,7,12,43,32,0,16,1.59,8,4,0,1,3,0,2,0.2,1,0,0,0,1,0,0,0,0,10,6,0,25,12,18,0,0,0,56,16,18,322,442,72.9,5489,2535,147,175,139,172,26,61,0,0.5,0.6,-0.5,4,37,7,3,39,567,41,234,226,113,2,567,17,9,8,245,1240,685,18,9,1,10,5,259,20,0,5,0,0.5,0.0,0.0,0.0,27.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,2
359,Saúl Ñíguez,ESP,DF|MF,Chelsea,1994,5.3,20,9,11,9,0,9,16,7,14,3,11,7,27,10,1,7,1.31,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,9,0,0,10,7,9,0,0,0,18,8,11,306,353,86.7,4777,1025,168,185,108,122,20,29,0,0.5,0.2,-0.5,3,15,2,2,15,430,11,110,219,102,13,430,3,2,1,202,887,351,4,4,1,9,11,297,27,0,5,1,0.94,0.19,0.0,0.0,23.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,2
360,Eddie Nketiah,ENG,FW,Arsenal,1999,9.3,9,4,1,4,4,1,4,3,9,2,7,4,13,5,0,26,2.81,17,0,5,3,1,0,2,0.22,1,0,0,1,0,0,3,0,0,17,14,5,4,4,4,0,0,0,27,8,33,175,230,76.1,2484,379,96,115,66,78,5,8,1,2.0,0.8,-1.0,13,7,4,0,21,358,8,35,137,188,61,358,30,14,16,210,1478,708,27,20,11,26,11,271,66,5,29,13,3.13,1.4,0.17,0.38,14.6,0,0,0,4.4,4.4,0.15,0.6,0.6,2
361,Nicolas Nkoulou,CMR,DF,Watford,1990,1.9,1,0,0,1,0,0,0,0,2,1,1,2,3,8,0,1,0.54,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,9,2,0,50,57,87.7,1025,223,15,16,27,30,6,8,0,0.0,0.0,0.0,1,2,0,0,2,73,9,36,35,2,0,73,1,1,0,35,138,34,0,0,0,0,1,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
362,Mark Noble,ENG,MF,West Ham,1987,3.7,8,2,7,1,0,5,11,6,4,1,3,4,12,2,1,6,1.63,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,0,2,4,2,0,0,0,38,1,1,262,301,87.0,4287,1128,127,137,109,119,21,32,0,0.0,0.1,0.0,1,21,0,0,14,325,5,80,210,40,2,323,4,3,1,217,869,350,2,9,0,0,4,248,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,2,1.6,0.0,0.0,-0.6,0.0,2
365,Angelo Ogbonna,ITA,DF,West Ham,1988,10.2,7,4,5,2,0,3,7,4,5,4,1,11,18,29,0,3,0.29,2,0,0,1,0,0,1,0.1,1,0,0,0,0,0,1,0,0,5,3,0,0,11,4,0,0,0,45,27,12,405,477,84.9,7815,2674,123,127,244,271,34,69,0,0.0,0.0,0.0,0,16,0,0,14,542,63,290,242,13,6,542,1,1,0,324,1623,741,2,0,0,2,1,376,0,1,3,1,0.29,0.1,0.33,1.0,12.6,0,0,0,0.3,0.3,0.11,0.7,0.7,2
367,Robin Olsen,SWE,GK,Aston Villa,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,47,53.2,847,651,6,6,8,8,11,31,0,0.0,0.0,0.0,0,0,0,0,0,47,46,47,0,0,0,47,0,0,0,22,132,114,0,0,0,0,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
368,Andrew Omobamidele,IRL,DF,Norwich City,2002,4.2,8,6,5,3,0,5,11,6,8,8,0,5,13,13,0,3,0.71,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,5,0,0,5,6,0,0,0,29,5,10,197,235,83.8,3559,1026,75,85,100,115,18,27,0,0.0,0.0,0.0,0,10,0,0,14,279,27,138,124,18,2,279,0,0,0,162,897,465,6,3,0,6,0,162,1,1,2,1,0.47,0.24,0.5,1.0,8.3,0,0,0,0.2,0.2,0.12,0.8,0.8,2
369,Tyler Onyango,ENG,MF,Everton,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,50.0,17,5,0,1,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,8,0,1,3,4,1,8,1,0,1,2,4,0,0,1,0,0,0,4,0,0,1,0,3.21,0.0,0.0,0.0,12.1,0,0,0,0.0,0.0,0.05,0.0,0.0,2
370,Frank Onyeka,NGA,MF,Brentford,1998,11.6,25,17,13,9,3,8,27,19,16,2,14,14,39,13,0,17,1.46,11,0,0,2,4,0,1,0.09,0,0,0,0,1,0,4,0,0,33,25,0,12,14,17,1,0,0,69,15,21,259,332,78.0,4083,990,135,159,94,115,18,30,0,0.2,0.4,-0.2,4,23,7,1,35,470,22,119,248,109,15,470,17,11,6,245,1272,615,18,7,3,22,14,270,27,0,16,5,1.38,0.43,0.0,0.0,18.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,2
371,Divock Origi,BEL,FW,Liverpool,1995,1.5,0,0,0,0,0,0,2,2,1,0,1,1,1,2,0,3,2.03,1,0,0,2,0,0,2,1.35,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,7,2,4,28,37,75.7,297,47,18,23,3,5,1,1,0,0.0,0.1,0.0,0,0,1,0,2,64,2,6,13,45,15,64,3,1,2,38,174,52,3,1,1,8,3,50,9,3,10,5,6.77,3.38,0.3,0.6,14.9,0,0,0,1.5,1.5,0.15,1.5,1.5,2
372,Alex Oxlade-Chamberlain,ENG,MF|FW,Liverpool,1993,8.7,15,11,2,8,5,3,14,11,12,2,10,6,21,5,0,25,2.86,22,0,2,0,1,0,1,0.11,1,0,0,0,0,0,0,0,0,10,3,2,26,6,11,0,0,0,33,5,12,316,407,77.6,5588,1406,136,161,133,157,36,55,1,1.1,0.8,-0.1,10,45,16,4,61,508,5,45,238,231,31,508,17,12,5,319,1945,1033,34,28,8,16,10,372,63,2,21,3,2.41,0.34,0.1,0.67,21.5,0,0,0,1.3,1.3,0.06,0.7,0.7,2
373,Cole Palmer,ENG,FW|MF,Manchester City,2002,1.4,2,1,1,1,0,0,2,2,3,0,3,1,3,0,0,7,5.12,4,0,0,2,1,0,1,0.73,0,0,0,1,0,0,0,0,0,1,1,0,3,1,1,0,0,0,3,2,0,46,54,85.2,561,109,32,33,9,12,3,5,0,0.2,0.3,-0.2,2,2,3,0,3,76,0,1,28,48,10,76,2,1,1,45,190,80,3,2,2,7,3,62,15,0,4,1,2.93,0.73,0.0,0.0,21.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,2
374,Emerson Palmieri,ITA,DF,Chelsea,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50.0,6,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,2,3,3,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
376,Nicolas Pépé,CIV,FW|MF,Arsenal,1995,7.7,8,5,3,5,0,3,9,6,9,1,8,8,16,2,0,36,4.66,20,9,4,3,0,0,4,0.52,1,0,0,3,0,0,0,0,0,8,3,4,37,8,5,0,0,0,43,18,31,283,365,77.5,4064,843,171,196,85,109,15,32,2,1.7,1.0,0.3,12,12,9,3,17,508,12,59,152,304,56,508,44,19,25,285,1424,533,20,11,15,34,18,343,97,1,23,7,2.97,0.91,0.04,0.14,15.1,3,0,0,2.6,2.6,0.11,-1.6,-1.6,2
