,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
300,James Maddison,ENG,MF|FW,Leicester City,1996,27.3,40,20,8,24,8,14,46,32,18,3,15,11,51,12,0,106,3.88,65,14,7,9,9,2,18,0.66,13,1,1,1,2,0,3,0,0,22,64,4,124,11,20,1,0,0,107,5,12,796,1089,73.1,13401,4128,389,453,292,365,89,198,8,5.1,3.9,2.9,48,82,38,7,136,1343,19,173,648,535,73,1343,48,31,17,851,4504,1981,53,43,13,42,32,973,141,12,72,33,2.64,1.21,0.17,0.36,20.7,13,0,0,7.5,7.5,0.1,4.5,4.5,0
302,Riyad Mahrez,ALG,FW,Manchester City,1991,16.6,11,3,5,4,2,5,19,14,15,1,14,6,17,6,0,73,4.38,55,12,1,4,1,0,10,0.6,7,2,0,1,0,0,0,0,0,10,15,3,97,6,3,0,0,0,70,8,14,777,947,82.0,11969,2132,443,486,264,313,53,102,5,4.2,3.8,0.8,39,27,34,6,70,1135,11,81,318,746,127,1130,50,26,24,775,4744,2037,74,35,44,42,21,847,234,11,56,18,3.36,1.08,0.13,0.39,17.9,6,4,5,10.1,6.2,0.11,0.9,0.8,0
304,Sadio Mané,SEN,FW,Liverpool,1992,31.3,33,20,7,14,12,8,26,18,30,1,29,8,41,15,0,114,3.64,79,0,8,17,10,0,13,0.41,7,0,1,4,1,0,5,0,0,50,50,19,50,8,20,1,0,0,109,30,50,818,1100,74.4,12061,2748,460,550,274,360,44,67,2,5.2,4.4,-3.2,41,63,61,5,130,1492,20,94,617,806,201,1492,77,47,29,1027,5897,2663,105,57,45,104,59,1218,305,16,98,37,3.13,1.18,0.16,0.43,14.2,0,0,0,17.2,17.2,0.18,-1.2,-1.2,0
307,Solly March,ENG,DF|FW,Brighton,1994,19.4,30,17,11,9,10,7,22,15,22,3,19,17,47,25,0,71,3.66,44,14,7,0,4,2,3,0.15,2,0,0,0,1,0,1,0,0,31,20,12,94,17,17,0,0,0,92,17,26,556,771,72.1,9536,2619,291,348,178,245,67,115,2,2.3,2.9,-0.3,35,30,33,8,69,961,45,149,336,488,60,961,38,23,15,545,3555,1747,71,30,20,26,29,608,148,0,20,10,1.03,0.52,0.0,0.0,18.3,2,0,0,1.2,1.2,0.06,-1.2,-1.2,0
310,Gabriel Martinelli,BRA,FW|MF,Arsenal,2001,20.7,27,19,7,14,6,10,29,19,26,1,25,20,47,15,0,72,3.49,48,4,8,8,2,2,13,0.63,6,2,2,3,0,0,3,1,1,24,20,10,74,20,19,0,0,0,86,18,44,439,611,71.8,6765,1235,252,303,150,204,29,62,6,4.3,3.4,1.7,34,11,16,5,37,898,25,102,256,556,117,897,79,45,34,554,4204,2058,79,32,43,58,34,593,207,6,51,15,2.47,0.73,0.1,0.33,14.7,0,1,1,7.3,6.6,0.13,-1.3,-1.6,0
318,Neal Maupay,FRA,FW,Brighton,1996,25.3,17,10,2,6,9,4,18,14,21,2,19,2,19,2,0,59,2.33,42,0,3,9,5,0,3,0.12,3,0,0,0,0,0,7,0,0,33,31,6,8,2,10,0,0,0,76,21,56,479,622,77.0,6208,920,279,326,144,174,11,19,2,2.4,2.0,-0.4,23,20,25,2,48,843,8,40,338,474,108,841,41,21,20,499,2081,808,21,34,7,53,51,615,164,8,59,14,2.33,0.55,0.12,0.5,16.8,0,1,2,8.7,7.1,0.12,-0.7,-0.1,0
319,Bryan Mbeumo,CMR,FW,Brentford,1999,32.3,28,16,1,12,15,6,20,14,21,6,15,11,39,20,0,86,2.66,53,10,10,6,7,0,12,0.37,10,1,0,0,1,0,4,0,0,20,38,13,75,11,16,0,0,0,130,29,103,527,817,64.5,7739,1649,315,409,149,229,38,81,7,3.7,3.3,3.3,34,33,28,7,56,1188,18,126,427,655,137,1187,80,39,41,713,4405,2052,81,39,33,87,57,828,273,4,76,19,2.35,0.59,0.04,0.16,16.3,4,1,1,9.3,8.5,0.11,-5.3,-5.5,0
328,Dwight McNeil,ENG,MF,Burnley,1999,34.5,78,49,27,38,13,33,73,40,64,11,53,35,113,31,1,112,3.24,62,22,11,7,7,3,6,0.17,4,2,0,0,0,0,1,0,0,16,36,1,199,35,49,0,0,0,223,13,16,782,1154,67.8,14022,4010,377,434,265,358,112,245,1,4.6,5.3,-3.6,47,67,43,21,104,1620,46,280,731,668,57,1620,150,90,60,933,6787,2598,93,81,16,79,51,942,112,0,52,15,1.51,0.43,0.0,0.0,22.8,4,0,0,2.3,2.3,0.04,-2.3,-2.3,0
345,Mason Mount,ENG,MF,Chelsea,1999,26.3,41,16,10,17,14,10,34,24,18,1,17,13,54,12,0,119,4.53,80,22,2,10,5,0,19,0.72,12,5,0,1,1,0,4,0,0,30,23,5,153,13,16,0,0,0,107,6,31,998,1278,78.1,13767,4197,609,673,266,346,56,128,10,6.7,6.9,3.3,58,70,61,10,164,1564,17,125,524,928,137,1563,42,18,24,920,4706,2525,92,79,26,70,34,1175,276,11,75,27,2.86,1.03,0.13,0.37,17.9,6,1,1,8.0,7.2,0.1,3.0,2.8,0
346,Lucas Moura,BRA,FW|MF,Tottenham,1992,19.7,25,10,7,14,4,8,35,27,19,0,19,18,43,19,0,67,3.4,52,0,7,2,6,0,12,0.61,10,0,1,0,1,0,4,0,0,20,37,3,33,18,10,0,0,0,95,48,32,567,774,73.3,7667,2267,340,413,180,243,17,38,6,5.0,2.8,1.0,34,59,27,4,99,1021,21,103,510,428,62,1021,92,56,36,649,3811,1802,48,61,9,59,33,772,87,2,37,11,1.88,0.56,0.05,0.18,16.7,0,0,0,2.7,2.7,0.07,-0.7,-0.7,0
366,Michael Olise,FRA,FW|MF,Crystal Palace,2001,12.7,22,18,8,11,3,7,24,17,17,0,17,6,28,6,0,44,3.47,34,4,2,2,2,0,9,0.71,8,0,0,1,0,0,4,0,0,16,27,1,96,6,18,0,0,0,66,7,17,476,662,71.9,7870,2233,254,290,143,207,57,108,5,3.9,3.6,1.1,24,39,26,9,63,829,16,102,348,396,42,829,62,28,34,500,3377,1746,55,37,10,27,21,589,110,2,19,10,1.5,0.79,0.11,0.2,17.0,2,0,0,1.7,1.7,0.09,0.3,0.3,0
386,Daniel Podence,POR,FW|MF,Wolves,1995,16.5,18,11,10,5,3,4,17,13,8,1,7,10,28,1,0,66,4.0,50,0,3,7,4,2,5,0.3,3,0,0,1,0,1,2,0,0,8,25,3,50,10,11,0,0,0,79,2,17,449,637,70.5,6967,2148,248,302,121,184,49,78,3,3.9,3.2,-0.9,36,32,36,10,75,813,1,85,342,398,52,813,66,35,31,542,3651,1803,63,47,21,35,34,625,102,2,35,15,2.12,0.91,0.06,0.13,22.0,1,0,0,2.0,2.0,0.06,0.0,0.0,0
387,Paul Pogba,FRA,MF|FW,Manchester Utd,1993,15.0,13,9,5,7,1,6,28,22,11,0,11,13,26,16,0,57,3.8,45,1,6,1,4,0,11,0.73,10,1,0,0,0,0,7,1,0,39,29,0,12,13,9,0,0,0,98,35,20,736,893,82.4,13244,3871,350,400,255,296,105,132,9,3.5,2.8,5.5,24,99,24,2,117,1078,26,161,612,318,46,1078,54,39,15,670,3319,1820,34,26,7,42,27,843,62,1,32,8,2.13,0.53,0.03,0.13,18.0,0,0,0,2.6,2.6,0.08,-1.6,-1.6,0
390,Teemu Pukki,FIN,FW,Norwich City,1990,36.1,23,11,2,14,7,6,29,23,21,1,20,4,27,3,0,63,1.74,40,0,8,3,12,0,4,0.11,3,0,0,0,1,0,4,0,0,31,25,12,13,4,11,1,0,0,76,15,73,399,540,73.9,5175,838,257,308,94,124,19,27,3,3.8,2.9,-0.8,27,21,6,1,34,816,8,42,370,416,149,813,60,27,33,429,2777,1282,62,27,35,71,42,511,186,11,68,24,1.88,0.66,0.12,0.33,15.2,0,3,3,11.4,9.1,0.13,-0.4,-1.1,0
396,Raphinha,BRA,FW|MF,Leeds United,1996,32.4,51,29,25,14,12,22,71,49,43,0,43,29,80,28,1,136,4.2,77,25,15,9,8,2,10,0.31,5,0,2,0,2,1,7,0,0,40,47,14,162,29,29,1,1,0,166,22,31,824,1301,63.3,13788,5181,399,497,275,420,99,259,3,7.5,6.2,-4.5,65,91,49,11,134,1796,46,248,753,826,130,1792,146,62,84,991,5995,2879,89,55,40,99,35,1185,286,11,84,21,2.59,0.65,0.08,0.33,21.4,10,4,4,10.2,7.0,0.08,0.8,0.0,0
398,Milot Rashica,KVX,FW|MF,Norwich City,1996,24.8,31,19,12,12,7,11,30,19,22,3,19,15,46,23,0,68,2.74,37,14,5,4,6,2,5,0.2,4,1,0,0,0,0,0,0,0,23,47,13,128,15,19,0,0,0,110,12,28,363,602,60.3,6213,1883,190,240,117,207,45,105,2,2.1,2.4,-0.1,36,33,20,8,46,911,38,178,318,434,59,911,73,16,57,526,3977,2046,76,44,21,68,38,558,138,1,44,17,1.78,0.69,0.02,0.06,22.3,7,0,0,2.6,2.6,0.06,-1.6,-1.6,0
400,Nathan Redmond,ENG,MF|FW,Southampton,1994,20.4,22,14,9,9,4,7,30,23,21,2,19,8,30,16,0,73,3.58,62,4,0,5,2,0,8,0.39,6,1,0,0,1,0,0,0,0,16,15,3,60,8,14,0,0,0,102,13,32,510,735,69.4,7900,2509,277,338,172,247,37,92,5,3.9,3.1,1.1,34,38,44,13,95,925,24,136,353,450,46,925,39,21,18,524,3452,1745,71,46,17,28,15,602,131,1,26,9,1.28,0.44,0.04,0.11,21.2,1,0,0,1.7,1.7,0.07,-0.7,-0.7,0
404,Richarlison,BRA,FW,Everton,1997,28.0,40,23,18,15,7,15,31,16,42,4,38,12,52,34,0,69,2.46,45,0,3,9,11,1,9,0.32,5,0,0,3,1,0,9,0,0,36,68,21,38,12,23,1,0,0,114,66,155,339,568,59.7,4539,967,192,278,96,141,15,41,5,3.6,2.1,1.4,29,21,13,1,42,999,37,137,347,536,135,996,82,40,41,576,3374,1271,44,26,16,93,54,658,146,10,69,20,2.46,0.71,0.1,0.35,16.4,2,3,3,9.2,6.8,0.1,0.8,0.2,0
409,Andrew Robertson,SCO,DF,Liverpool,1994,28.2,36,21,16,15,5,20,35,15,24,3,21,23,59,61,0,112,3.97,81,24,1,2,3,1,17,0.6,14,3,0,0,0,0,5,1,0,19,9,4,195,23,21,0,0,0,180,26,14,1885,2350,80.2,30530,10280,980,1078,759,906,120,268,10,5.6,5.5,4.4,55,131,45,13,186,2556,77,528,1172,882,88,2556,23,13,10,1436,7043,4330,96,85,19,24,15,1731,239,3,18,8,0.64,0.28,0.17,0.38,16.9,0,0,0,1.4,1.4,0.08,1.6,1.6,0
412,Rodrigo,ESP,MF|FW,Leeds United,1991,25.2,20,9,7,6,7,4,32,28,12,0,12,11,31,27,1,80,3.18,64,3,5,3,2,3,4,0.16,2,0,2,0,0,0,9,0,0,21,30,4,29,11,9,0,0,0,103,17,48,682,914,74.6,10330,2668,371,453,188,243,63,96,1,3.1,2.7,-2.1,38,54,31,6,105,1160,29,162,570,439,77,1159,42,22,20,670,3443,1551,47,39,9,74,27,859,164,6,46,17,1.83,0.68,0.11,0.29,18.9,0,1,1,4.2,3.5,0.08,1.8,1.5,0
417,Cristiano Ronaldo,POR,FW,Manchester Utd,1985,27.3,8,6,1,5,2,2,6,4,8,0,8,2,10,29,0,82,3.0,62,0,9,6,5,0,9,0.33,4,0,2,1,2,0,8,0,0,16,18,33,15,2,6,2,0,0,52,42,68,726,904,80.3,8929,1337,469,541,174,218,20,29,3,2.9,2.0,0.1,26,46,16,0,64,1168,30,102,500,573,170,1165,32,20,12,631,3252,1744,67,40,37,50,30,952,192,18,107,39,3.92,1.43,0.14,0.38,15.5,8,3,3,17.7,15.4,0.15,0.3,-0.4,0
425,Allan Saint-Maximin,FRA,FW|MF,Newcastle Utd,1997,31.2,13,8,6,4,3,3,17,14,13,2,11,11,24,3,0,130,4.17,84,1,31,5,7,2,11,0.35,8,0,2,1,0,0,6,0,0,22,48,13,60,11,8,0,0,0,110,18,18,529,747,70.8,7953,1853,299,359,165,225,38,75,5,4.3,3.8,0.7,50,51,32,8,87,1162,7,86,476,649,111,1162,241,150,91,859,8944,4517,180,119,63,120,90,913,167,5,64,26,2.05,0.83,0.08,0.19,19.7,0,0,0,5.2,5.2,0.08,-0.2,-0.2,0
427,Bukayo Saka,ENG,FW|MF,Arsenal,2001,33.1,40,21,12,17,11,13,39,26,28,2,26,22,62,23,0,158,4.78,108,20,9,10,11,0,18,0.54,9,4,0,2,3,0,6,0,0,39,59,17,110,22,21,2,0,0,141,23,43,893,1196,74.7,13040,2831,527,612,289,374,46,106,7,7.5,6.9,-0.5,68,40,31,6,101,1631,29,175,496,979,214,1629,102,43,59,1033,6525,3662,140,78,68,85,48,1182,388,11,95,29,2.87,0.88,0.09,0.31,17.1,0,2,2,10.3,8.7,0.09,0.7,0.3,0
428,Mohamed Salah,EGY,FW,Liverpool,1992,30.7,17,8,5,9,3,6,19,13,7,1,6,6,23,5,0,141,4.59,104,0,17,18,2,0,25,0.81,17,0,5,2,1,0,1,0,0,12,23,12,41,6,8,2,0,0,86,7,33,875,1136,77.0,11516,3063,567,648,233,309,29,49,13,10.0,7.4,3.0,62,46,57,4,122,1552,7,55,455,1056,301,1546,124,53,71,1030,5898,2909,125,57,97,99,81,1300,451,23,133,49,4.33,1.6,0.14,0.37,15.8,1,5,6,22.7,17.8,0.13,0.3,0.2,0
433,Jadon Sancho,ENG,FW|MF,Manchester Utd,2000,21.1,14,8,9,4,1,8,22,14,19,0,19,15,29,5,3,88,4.17,73,3,9,2,1,0,9,0.43,7,0,2,0,0,0,0,0,0,4,7,7,28,15,8,0,0,0,112,2,11,805,984,81.8,10392,2336,525,602,218,271,21,30,3,4.1,3.6,-1.1,41,31,39,7,88,1188,11,146,451,610,105,1188,85,47,38,770,5515,3067,111,70,43,44,27,928,222,3,26,9,1.23,0.43,0.12,0.33,14.1,0,0,0,3.6,3.6,0.14,-0.6,-0.6,0
438,Ismaila Sarr,SEN,FW|MF,Watford,1998,20.7,12,7,4,3,5,5,19,14,10,1,9,9,21,10,0,52,2.51,38,0,5,2,6,1,4,0.19,3,0,0,1,0,0,2,0,0,17,47,12,61,9,7,0,0,0,88,10,17,332,478,69.5,4981,1253,182,225,105,144,21,41,2,2.9,2.3,-0.9,21,21,22,4,52,720,18,93,251,393,71,719,71,34,37,493,3614,1811,79,50,23,71,40,529,158,5,39,15,1.89,0.73,0.13,0.33,18.3,0,0,1,4.8,4.0,0.1,0.2,1.0,0
452,Bernardo Silva,POR,MF|FW,Manchester City,1994,31.7,57,29,19,19,19,31,67,36,24,2,22,20,77,19,0,137,4.32,110,2,10,9,6,0,17,0.54,13,1,0,2,1,0,6,0,0,30,33,9,58,20,29,1,0,0,156,7,15,1728,1977,87.4,24552,4453,1027,1113,543,614,73,109,4,6.5,4.0,-2.5,59,106,42,6,170,2283,36,290,1009,1002,179,2283,92,53,39,1552,9305,5010,146,102,34,54,25,1766,277,8,47,19,1.48,0.6,0.17,0.42,12.6,0,0,0,6.7,6.7,0.14,1.3,1.3,0
459,Emile Smith Rowe,ENG,MF|FW,Arsenal,2000,21.3,14,7,7,7,0,4,20,16,18,1,17,15,29,10,1,67,3.14,52,4,5,4,2,0,6,0.28,5,1,0,0,0,0,1,0,0,5,21,2,45,15,7,0,0,0,105,7,18,682,823,82.9,9733,1935,401,441,230,268,25,58,2,2.0,2.3,0.0,30,41,20,1,85,1025,19,142,418,479,62,1025,53,32,21,636,3990,2131,65,44,20,41,25,749,139,10,40,23,1.87,1.08,0.25,0.43,15.8,0,0,0,6.0,6.0,0.15,4.0,4.0,0
470,Raheem Sterling,ENG,FW,Manchester City,1994,23.6,23,10,3,11,9,10,23,13,12,0,12,12,35,3,0,93,3.93,72,1,12,4,4,0,10,0.42,5,0,0,2,3,0,1,0,0,19,37,10,50,12,10,2,0,0,86,4,18,714,880,81.1,9140,1729,479,527,184,226,14,29,5,5.5,4.6,-0.5,42,15,48,9,65,1173,8,51,339,797,191,1170,112,53,59,886,5297,2574,108,54,65,62,54,991,317,13,54,25,2.28,1.06,0.2,0.44,14.0,0,2,3,14.0,11.5,0.21,-1.0,-0.5,0
490,Ivan Toney,ENG,FW,Brentford,1996,32.3,33,21,5,20,8,12,38,26,16,2,14,14,47,44,1,94,2.91,57,1,2,18,14,2,10,0.31,5,0,1,0,4,0,8,0,0,50,80,25,28,14,21,3,0,0,105,147,114,440,779,56.5,5786,2033,266,411,108,204,23,51,5,5.8,5.6,-0.8,43,56,25,2,83,1198,53,144,515,550,158,1193,50,24,26,640,2577,1042,28,26,13,109,44,910,168,12,83,24,2.57,0.74,0.08,0.29,15.8,0,5,5,11.4,7.4,0.09,0.6,-0.4,0
493,Andros Townsend,ENG,MF|FW,Everton,1991,16.2,31,17,15,6,10,15,40,25,28,2,26,14,45,6,1,55,3.4,39,9,1,2,4,0,4,0.25,4,0,0,0,0,0,3,0,0,10,39,1,96,14,17,0,1,0,80,7,18,342,497,68.8,5285,1870,185,219,114,153,28,82,2,3.1,2.5,-1.1,31,24,26,16,50,708,13,118,257,343,27,707,48,26,22,400,2570,1151,41,28,7,44,19,430,100,3,20,9,1.24,0.56,0.1,0.22,22.1,4,1,1,2.2,1.5,0.07,0.8,0.5,0
500,Leandro Trossard,BEL,FW|MF,Brighton,1994,31.2,34,20,12,9,13,4,31,27,33,4,29,15,49,10,0,113,3.63,82,4,18,6,3,0,13,0.42,8,1,3,0,1,0,2,0,0,24,26,13,51,15,20,1,1,0,142,9,20,898,1188,75.6,14462,3283,479,569,282,357,90,130,3,4.8,4.9,-1.8,47,71,53,3,154,1535,23,146,573,834,151,1534,80,56,24,987,5847,2686,97,52,43,93,73,1163,222,8,73,26,2.34,0.83,0.1,0.27,18.7,5,1,1,6.7,5.9,0.08,1.3,1.1,0
520,Ollie Watkins,ENG,FW,Aston Villa,1995,32.8,17,13,2,7,8,2,15,13,25,3,22,12,29,27,0,82,2.5,56,0,10,8,6,2,9,0.27,4,0,2,2,1,0,7,0,0,33,39,16,15,12,13,1,0,0,66,65,95,484,699,69.2,5923,1163,315,403,115,173,10,24,2,3.4,2.6,-1.4,34,29,17,0,60,1046,30,61,423,575,173,1045,68,37,31,630,3174,1581,74,32,49,86,53,820,226,11,76,31,2.32,0.95,0.13,0.32,13.6,0,1,1,11.6,11.0,0.14,-0.6,-1.0,0
540,Wilfried Zaha,CIV,FW,Crystal Palace,1992,30.7,40,20,14,15,11,10,31,21,28,0,28,5,45,5,0,111,3.62,76,1,15,10,7,2,12,0.39,5,0,3,2,2,0,6,1,1,37,101,24,48,5,20,1,0,0,166,12,35,753,974,77.3,10942,2907,432,509,252,311,36,63,1,5.1,5.4,-4.1,46,38,66,12,121,1443,11,155,594,720,129,1436,152,75,77,1058,6768,3179,113,75,47,124,110,1128,265,14,62,26,2.02,0.85,0.15,0.35,18.8,0,5,7,9.5,3.9,0.06,4.5,5.1,0
543,Hakim Ziyech,MAR,MF|FW,Chelsea,1993,14.7,19,10,5,12,2,10,36,26,11,1,10,10,29,10,0,67,4.57,48,5,6,4,4,0,6,0.41,6,0,0,0,0,0,3,0,0,24,29,5,101,10,10,0,0,0,87,12,14,544,755,72.1,7935,2498,336,380,141,204,40,98,3,2.9,3.1,0.1,29,48,28,8,88,968,9,80,345,553,52,968,65,28,37,646,3238,1463,50,31,20,45,24,707,142,4,52,19,3.55,1.3,0.08,0.21,21.2,3,0,0,3.4,3.4,0.07,0.6,0.6,0
545,Martin Ødegaard,NOR,MF|FW,Arsenal,1998,30.9,49,21,6,24,19,22,61,39,18,1,17,11,60,11,1,159,5.14,129,12,6,9,2,1,15,0.48,15,0,0,0,0,0,4,0,0,27,20,3,59,11,21,0,2,0,162,14,23,1368,1633,83.8,21846,5049,681,763,541,612,90,145,4,6.3,5.4,-2.3,77,113,71,3,224,1867,16,197,886,796,59,1867,46,25,21,1133,5740,2460,57,58,10,39,48,1375,146,7,53,21,1.71,0.68,0.13,0.33,21.0,12,0,0,4.8,4.8,0.09,2.2,2.2,0
