,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
299,Alexis Mac Allister,ARG,MF|FW,Brighton,1998,23.6,65,40,23,30,12,29,68,39,37,7,30,13,78,22,0,83,3.52,57,10,3,3,7,3,5,0.21,2,2,0,1,0,0,4,0,0,30,39,4,66,13,40,0,0,0,149,24,23,858,1066,80.5,14410,4157,411,473,328,370,78,133,2,1.9,2.6,0.1,31,104,25,2,137,1368,41,222,652,510,49,1365,42,21,21,719,3238,1502,30,38,2,43,23,854,66,5,57,9,2.42,0.38,0.05,0.33,22.0,4,2,3,6.3,4.0,0.07,-1.3,-1.0,1
301,Harry Maguire,ENG,DF,Manchester Utd,1993,27.9,34,21,22,8,4,19,31,12,36,29,7,32,66,101,3,24,0.86,14,2,1,5,0,2,0,0.0,0,0,0,0,0,0,9,1,1,21,19,1,2,32,21,0,0,1,148,75,28,1353,1578,85.7,27400,9647,436,476,722,792,174,265,0,0.1,0.6,-0.1,4,116,2,0,115,1843,236,851,903,102,42,1843,5,4,1,1068,6087,3525,22,15,1,13,5,1212,5,1,23,10,0.82,0.36,0.04,0.1,12.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9,1
306,Fernando Marçal,BRA,MF|DF,Wolves,1989,16.1,42,22,27,14,1,21,37,16,25,4,21,28,70,52,0,22,1.37,19,1,0,1,1,0,2,0.12,0,1,0,1,0,0,3,0,0,29,9,1,60,28,22,0,1,0,94,26,18,669,887,75.4,10434,3383,356,394,264,347,35,87,0,0.6,0.7,-0.6,10,35,9,4,50,1093,59,348,443,312,24,1093,14,7,7,526,2466,1447,39,26,4,25,6,624,98,0,11,1,0.68,0.06,0.0,0.0,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4,1
316,Nemanja Matić,SRB,MF,Manchester Utd,1988,15.4,31,18,19,11,1,15,31,16,21,6,15,31,62,21,3,30,1.96,28,0,1,0,0,1,6,0.39,6,0,0,0,0,0,3,0,0,26,3,0,6,31,18,0,0,0,124,28,17,911,1053,86.5,15189,4882,447,493,344,384,88,110,4,2.0,1.4,2.0,13,97,7,2,98,1215,55,335,709,182,8,1215,22,17,5,715,4173,2561,32,32,2,19,21,851,7,0,6,1,0.39,0.07,0.0,0.0,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,1
317,Joël Matip,CMR,DF,Liverpool,1991,31.0,47,34,23,19,5,20,31,11,26,14,12,44,91,93,1,42,1.35,33,0,0,8,1,0,9,0.29,7,0,0,1,1,0,2,0,0,13,11,0,1,44,34,0,0,0,185,108,50,2074,2344,88.5,39370,13117,675,757,1170,1262,202,271,3,1.3,2.0,1.7,12,186,9,0,186,2651,232,991,1489,185,63,2651,10,9,1,1612,9763,7174,55,62,2,13,7,1837,7,3,35,7,1.13,0.23,0.09,0.43,9.9,0,0,0,3.4,3.4,0.1,-0.4,-0.4,1
320,James McArthur,SCO,MF,Crystal Palace,1987,16.0,33,23,13,19,1,16,44,28,23,9,14,30,63,27,0,35,2.19,30,1,1,1,2,0,4,0.25,4,0,0,0,0,0,4,0,0,24,20,3,18,30,23,0,0,0,135,22,31,773,940,82.2,13033,3152,357,397,330,366,61,114,3,1.4,1.0,1.6,16,64,19,4,84,1127,45,271,641,226,19,1127,30,21,9,629,3305,1472,29,26,4,22,14,699,22,0,9,3,0.56,0.19,0.0,0.0,20.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,1
325,John McGinn,SCO,MF,Aston Villa,1994,34.3,106,64,35,55,16,54,104,50,53,6,47,35,141,34,0,103,3.0,72,21,4,2,3,1,6,0.17,4,1,1,0,0,0,8,0,0,57,81,0,110,35,64,0,0,0,200,22,17,1023,1365,74.9,20891,8296,394,464,416,515,187,318,4,5.3,5.3,-1.3,51,163,48,12,196,1754,70,346,962,466,26,1754,68,44,24,991,4882,2410,52,32,7,48,28,1075,67,3,43,16,1.25,0.47,0.07,0.19,25.1,0,0,0,1.5,1.5,0.04,1.5,1.5,1
327,Kenny McLean,SCO,MF,Norwich City,1992,30.1,42,22,18,20,4,17,59,42,29,7,22,34,76,54,0,41,1.36,34,3,0,3,0,1,2,0.07,2,0,0,0,0,0,3,0,0,16,38,3,37,34,22,0,1,0,149,68,72,786,1090,72.1,13086,4130,390,488,301,386,71,143,0,0.8,1.0,-0.8,10,73,21,0,99,1387,71,363,715,328,44,1387,30,19,11,776,3976,1631,32,25,4,41,14,903,61,1,33,6,1.1,0.2,0.03,0.17,20.4,0,0,0,1.8,1.8,0.05,-0.8,-0.8,1
329,Scott McTominay,SCO,MF,Manchester Utd,1996,26.5,65,33,32,24,9,30,61,31,45,10,35,31,96,60,1,51,1.92,43,0,3,1,2,2,6,0.23,4,0,0,1,0,1,9,0,0,55,33,1,13,31,33,0,1,0,171,67,34,1060,1254,84.5,18096,5343,492,561,427,482,108,134,1,1.5,2.0,-0.5,23,113,9,2,125,1585,92,386,919,297,27,1585,47,36,11,902,5275,2529,40,36,3,44,32,997,37,1,27,7,1.02,0.26,0.04,0.14,20.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4,1
330,Ben Mee,ENG,DF,Burnley,1989,20.4,26,12,16,7,3,12,19,7,28,22,6,24,50,94,1,13,0.64,8,0,0,4,1,0,0,0.0,0,0,0,0,0,0,3,0,0,9,7,2,4,24,12,0,0,1,132,68,41,535,763,70.1,11809,4762,175,215,245,301,111,218,0,1.0,0.1,-1.0,5,51,2,1,38,980,137,477,463,47,31,980,5,4,1,437,1967,957,3,1,0,4,0,446,2,3,19,4,0.93,0.2,0.16,0.75,8.7,0,0,0,2.3,2.3,0.12,0.7,0.7,1
340,Tyrone Mings,ENG,DF,Aston Villa,1993,35.4,23,12,17,3,3,14,22,8,47,30,17,46,69,153,2,30,0.85,23,0,1,3,2,1,5,0.14,4,0,0,1,0,0,11,0,0,27,24,1,4,46,12,0,1,0,191,81,47,1336,1684,79.3,26051,10825,446,513,744,820,130,302,3,1.6,1.1,1.4,10,85,5,0,91,2031,321,1168,774,108,51,2031,12,11,1,1212,6651,3776,23,17,2,17,4,1242,17,1,21,5,0.59,0.14,0.05,0.2,12.3,0,0,0,1.6,1.6,0.08,-0.6,-0.6,1
341,Tyrick Mitchell,ENG,DF,Crystal Palace,1999,34.5,104,57,67,26,11,46,67,21,47,5,42,41,145,101,0,51,1.48,42,5,1,0,1,2,7,0.2,6,1,0,0,0,0,1,0,0,15,14,2,62,41,57,1,0,0,237,29,32,1393,1930,72.2,21564,10421,745,864,526,700,84,236,2,1.7,1.7,0.3,21,103,33,15,134,2320,137,905,945,490,26,2320,29,16,13,1074,4380,2208,41,37,4,45,26,1188,116,0,4,0,0.12,0.0,0.0,0.0,17.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,1
342,Jakub Moder,POL,MF,Brighton,1999,18.9,42,25,18,17,7,23,42,19,25,2,23,10,52,22,1,41,2.17,27,2,3,7,1,1,4,0.21,3,0,0,1,0,0,1,0,0,19,11,0,45,10,25,0,0,0,107,25,37,581,814,71.4,8501,2438,320,399,194,264,28,55,3,2.2,2.2,0.8,16,57,20,5,89,1058,36,189,432,451,61,1058,29,12,17,567,2737,1277,42,42,8,50,19,729,102,0,28,6,1.48,0.32,0.0,0.0,16.6,2,0,0,2.6,2.6,0.09,-2.6,-2.6,1
347,João Moutinho,POR,MF,Wolves,1986,33.0,74,39,34,27,13,30,106,76,48,8,40,34,108,36,2,82,2.48,53,22,1,4,0,2,4,0.12,3,1,0,0,0,0,4,0,0,36,15,0,108,34,39,0,1,0,254,15,23,1700,2039,83.4,31501,7578,700,779,734,825,221,331,1,2.7,2.3,-1.7,39,170,18,4,196,2324,63,524,1338,482,12,2324,21,16,5,1195,5504,2719,42,43,2,30,20,1486,37,2,20,7,0.61,0.21,0.1,0.29,24.3,4,0,0,1.3,1.3,0.06,0.7,0.7,1
349,Jacob Murphy,ENG,FW|DF,Newcastle Utd,1995,16.4,49,26,34,11,4,26,41,15,20,2,18,23,72,17,0,46,2.81,34,2,2,5,3,0,6,0.37,3,0,0,2,1,0,4,0,0,16,14,2,54,23,26,0,1,0,98,14,33,364,581,62.7,5480,1975,182,233,119,183,29,82,2,2.6,1.9,-0.6,20,33,19,6,44,795,33,215,300,298,57,795,29,13,16,405,2839,1419,51,28,21,29,21,421,80,1,27,5,1.65,0.31,0.04,0.2,19.3,1,0,0,2.2,2.2,0.08,-1.2,-1.2,1
353,Wilfred Ndidi,NGA,MF|DF,Leicester City,1996,18.0,60,32,32,27,1,22,55,33,36,8,28,42,102,54,1,18,1.0,13,0,0,3,1,1,2,0.11,1,0,0,1,0,0,4,0,0,30,22,1,1,42,32,0,2,0,165,42,32,746,935,79.8,11258,3104,393,465,279,332,41,65,0,0.0,0.2,0.0,2,36,4,0,57,1196,97,423,653,134,17,1196,17,11,6,600,2471,992,14,10,1,25,15,659,13,0,14,4,0.78,0.22,0.0,0.0,19.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7,1
357,Rúben Neves,POR,MF,Wolves,1997,29.6,68,37,23,41,4,24,87,63,39,5,34,41,109,49,3,67,2.27,58,1,1,4,2,1,4,0.14,4,0,0,0,0,0,9,0,0,25,12,1,44,41,37,0,0,0,243,19,26,1635,1992,82.1,34995,8702,487,553,827,937,299,416,2,3.1,2.7,-1.1,25,200,30,5,202,2281,90,553,1424,332,6,2281,32,26,6,1300,5392,2607,34,34,1,33,17,1607,19,4,42,16,1.42,0.54,0.1,0.25,27.4,4,0,0,1.1,1.1,0.03,2.9,2.9,1
363,Mathias Normann,NOR,MF,Norwich City,1996,18.3,34,21,19,14,1,17,46,29,17,8,9,19,53,43,1,37,2.02,19,5,6,3,4,0,3,0.16,3,0,0,0,0,0,6,0,0,37,28,1,34,19,21,0,1,0,106,27,15,546,795,68.7,10908,3882,213,262,226,314,90,175,2,1.8,1.5,0.2,13,59,14,1,75,990,76,331,516,156,5,990,30,17,13,522,2631,1144,16,10,2,27,17,570,8,1,26,5,1.42,0.27,0.04,0.2,28.2,6,0,0,0.9,0.9,0.04,0.1,0.1,1
364,Christian Nørgaard,DEN,MF,Brentford,1994,33.9,109,60,42,58,9,52,101,49,48,9,39,64,173,58,1,58,1.71,50,0,2,3,2,1,6,0.18,6,0,0,0,0,0,8,0,0,56,33,0,13,64,60,0,0,0,270,50,68,1337,1685,79.3,21669,6947,667,789,543,651,87,145,4,3.3,2.9,0.7,29,149,24,3,169,2079,109,571,1219,308,59,2079,27,18,9,879,3316,1627,17,22,3,26,26,1104,31,3,27,8,0.8,0.24,0.11,0.38,14.1,0,0,0,3.8,3.8,0.14,-0.8,-0.8,1
375,Thomas Partey,GHA,MF,Arsenal,1993,22.5,43,29,22,17,4,18,44,26,22,4,18,23,66,35,2,61,2.71,49,0,5,4,3,0,4,0.18,3,0,0,1,0,0,6,0,0,33,17,0,3,23,29,0,0,0,153,23,25,1032,1214,85.0,18440,5553,452,501,453,511,114,158,1,1.0,0.9,0.0,17,120,12,0,119,1447,62,373,828,262,22,1447,43,35,8,807,3830,1971,20,29,1,34,17,1012,11,2,44,9,1.95,0.4,0.05,0.22,22.5,2,0,0,2.8,2.8,0.06,-0.8,-0.8,1
380,Romain Perraud,FRA,DF,Southampton,1997,18.0,34,22,18,14,2,16,29,13,24,6,18,17,51,42,0,24,1.33,19,1,1,2,1,0,3,0.17,3,0,0,0,0,0,3,0,0,31,16,0,69,17,22,0,0,0,77,16,24,478,749,63.8,6658,2707,296,361,148,236,19,84,1,0.7,0.5,0.3,8,36,8,5,48,957,53,251,386,327,25,957,18,8,10,476,2566,1221,34,24,5,31,9,502,91,0,19,3,1.05,0.17,0.0,0.0,20.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,1
381,Kalvin Phillips,ENG,MF,Leeds United,1995,17.7,54,25,24,25,5,24,57,33,37,9,28,24,78,18,0,30,1.69,23,3,0,2,0,2,4,0.23,3,1,0,0,0,0,4,0,0,33,19,0,16,24,25,0,0,0,180,17,29,786,971,80.9,15278,4563,284,320,396,440,98,170,1,0.7,0.6,0.3,9,79,12,2,93,1188,65,369,668,157,7,1188,12,7,5,603,2509,1021,6,5,1,32,16,708,14,0,15,3,0.85,0.17,0.0,0.0,24.0,1,0,0,0.7,0.7,0.04,-0.7,-0.7,1
385,Ethan Pinnock,JAM,DF,Brentford,1993,29.9,51,35,37,12,2,25,38,13,30,11,19,44,95,154,1,31,1.04,22,6,0,2,0,1,4,0.13,2,1,0,1,0,0,1,0,0,9,14,1,21,44,35,0,0,0,141,142,71,1218,1647,74.0,21899,8784,506,605,591,768,105,227,1,1.2,1.4,-0.2,11,81,6,4,77,1993,263,1063,720,217,55,1993,11,9,2,830,3502,2200,11,7,0,12,7,983,18,1,16,8,0.53,0.27,0.06,0.13,10.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,1
395,Jacob Ramsey,ENG,MF,Aston Villa,2001,27.4,67,44,31,28,8,30,69,39,36,7,29,24,91,28,0,75,2.74,55,0,7,2,9,2,6,0.22,5,0,0,1,0,0,6,0,0,32,44,1,26,24,44,0,0,0,126,16,34,889,1045,85.1,13297,3505,484,548,323,359,48,64,1,1.9,2.3,-0.9,21,92,21,4,132,1361,49,243,725,406,59,1361,48,30,18,905,6506,3090,91,63,22,58,36,993,92,6,34,11,1.24,0.4,0.18,0.55,18.3,0,0,0,4.0,4.0,0.12,2.0,2.0,1
401,Sergio Reguilón,ESP,DF|MF,Tottenham,1996,21.3,40,24,15,18,7,22,43,21,20,8,12,31,71,45,1,58,2.72,44,2,4,4,3,1,5,0.23,5,0,0,0,0,0,4,0,0,22,24,1,84,31,24,0,0,0,99,31,22,750,994,75.5,11784,3362,394,453,271,355,54,99,3,3.3,3.8,-0.3,29,35,31,21,50,1239,67,341,480,430,48,1239,46,19,27,647,3546,1793,63,36,18,30,13,753,144,2,21,9,0.99,0.42,0.1,0.22,15.2,0,0,0,3.0,3.0,0.14,-1.0,-1.0,1
402,Declan Rice,ENG,MF,West Ham,1999,35.3,80,42,45,32,3,38,71,33,45,21,24,63,143,52,1,78,2.21,67,0,5,3,0,3,9,0.25,9,0,0,0,0,0,8,0,0,28,11,0,30,63,42,0,0,0,286,42,27,1986,2197,90.4,35788,9260,848,903,887,938,203,258,4,1.7,1.5,2.3,24,256,26,4,256,2548,127,638,1548,400,51,2548,72,50,22,1640,11377,5857,104,99,16,26,20,1777,44,1,26,8,0.74,0.23,0.04,0.13,22.8,1,0,0,1.1,1.1,0.04,-0.1,-0.1,1
411,Rodri,ESP,MF,Manchester City,1996,32.0,72,43,24,38,10,32,59,27,28,5,23,28,100,45,0,93,2.9,82,1,1,5,1,3,6,0.19,6,0,0,0,0,0,5,0,0,43,20,0,9,28,43,0,0,0,292,85,33,2640,2887,91.4,48233,11300,1107,1185,1207,1271,294,358,2,1.4,2.7,0.6,29,284,37,3,285,3171,90,585,1985,622,58,3171,22,12,10,2003,8513,4473,43,54,7,18,23,2429,47,7,45,14,1.4,0.44,0.16,0.5,19.8,0,0,0,2.3,2.3,0.05,4.7,4.7,1
415,Cristian Romero,ARG,DF,Tottenham,1998,20.5,62,39,39,21,2,22,34,12,46,21,25,33,95,74,1,19,0.93,16,1,0,0,1,1,2,0.1,1,0,0,0,0,1,8,0,0,28,15,2,0,33,39,0,1,0,148,43,30,1149,1325,86.7,20261,7099,473,517,551,590,93,159,0,0.3,0.5,-0.3,6,57,7,0,65,1581,231,811,688,100,22,1581,14,9,5,997,5247,3167,23,22,1,14,5,1044,9,1,6,2,0.29,0.1,0.17,0.5,13.9,0,0,0,0.5,0.5,0.08,0.5,0.5,1
416,Oriol Romeu,ESP,MF,Southampton,1991,32.1,77,39,25,45,7,28,73,45,39,8,31,51,128,43,0,74,2.31,70,0,2,0,0,2,4,0.12,4,0,0,0,0,0,9,0,0,46,24,0,13,51,39,0,0,0,259,67,47,1377,1691,81.4,23235,6190,676,787,535,614,133,198,2,2.9,2.5,-0.9,37,148,23,3,156,2016,82,431,1224,382,51,2016,40,30,10,1036,5261,2652,38,45,7,41,16,1243,29,2,24,4,0.75,0.12,0.08,0.5,22.4,0,0,0,1.4,1.4,0.06,0.6,0.6,1
422,Antonio Rüdiger,GER,DF,Chelsea,1993,33.7,48,28,29,15,4,36,48,12,20,11,9,28,76,91,1,45,1.33,38,0,0,4,2,1,9,0.27,6,0,0,1,2,0,9,0,0,35,12,0,15,28,28,2,0,0,183,56,20,2217,2534,87.5,41765,13323,865,926,1079,1167,247,369,0,0.7,1.5,-0.7,12,219,24,3,188,2820,211,1014,1521,298,48,2820,12,6,6,1782,8886,5212,54,72,3,20,8,2185,21,3,48,13,1.42,0.39,0.06,0.23,19.9,0,0,0,2.3,2.3,0.05,0.7,0.7,1
426,Romain Saïss,MAR,DF,Wolves,1990,30.1,40,27,28,11,1,19,33,14,41,21,20,58,98,158,2,16,0.53,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0,6,0,0,30,15,3,9,58,27,0,2,0,157,72,50,1437,1808,79.5,26860,12453,585,658,691,812,148,298,0,0.3,0.3,-0.3,7,159,1,0,137,2163,281,1188,864,118,33,2163,10,7,3,1168,4917,2771,18,20,0,10,5,1412,9,2,18,6,0.6,0.2,0.11,0.33,12.3,1,0,0,2.7,2.7,0.16,-0.7,-0.7,1
429,Mohammed Salisu,GHA,DF,Southampton,1999,33.0,80,47,54,22,4,40,65,25,49,26,23,78,158,158,4,34,1.03,29,1,0,3,0,1,5,0.15,3,0,0,1,0,1,10,1,1,38,7,2,13,78,47,0,1,1,244,101,60,1388,1851,75.0,24582,11429,582,672,664,829,116,280,0,0.8,0.7,-0.8,9,150,5,2,136,2285,277,1038,1069,194,35,2285,16,13,3,1135,6254,3429,31,20,0,16,10,1216,7,0,24,9,0.73,0.27,0.0,0.0,12.2,0,0,0,2.0,2.0,0.08,-2.0,-2.0,1
431,Davinson Sánchez,COL,DF,Tottenham,1996,18.1,41,22,25,14,2,19,28,9,24,16,8,30,71,54,3,20,1.1,19,0,0,1,0,0,1,0.06,1,0,0,0,0,0,4,0,0,16,11,1,2,30,22,0,0,0,103,45,36,994,1133,87.7,17192,5242,398,433,515,546,59,111,0,0.3,1.0,-0.3,5,70,6,1,65,1317,128,558,666,99,22,1317,6,4,2,853,4246,2257,21,26,0,9,2,914,8,2,13,3,0.72,0.17,0.15,0.67,9.6,0,0,0,2.1,2.1,0.16,-0.1,-0.1,1
441,Fabian Schär,SUI,DF,Newcastle Utd,1991,24.0,16,11,11,3,2,8,16,8,27,18,9,32,48,95,2,31,1.29,18,6,2,4,1,0,4,0.17,3,0,1,0,0,0,4,0,0,24,11,3,7,32,11,0,0,0,131,45,42,698,1012,69.0,15904,7292,199,251,332,402,156,326,2,1.1,0.9,0.9,9,69,15,1,59,1234,159,644,537,74,27,1234,10,6,4,645,3685,2225,20,15,0,12,5,669,2,2,21,8,0.88,0.33,0.1,0.25,19.5,4,0,0,1.2,1.2,0.06,0.8,0.8,1
442,Jeffrey Schlupp,GHA,MF|FW,Crystal Palace,1992,20.6,46,25,16,23,7,24,50,26,39,9,30,18,64,32,0,46,2.24,33,0,6,4,3,0,7,0.34,3,0,1,1,2,0,1,0,0,26,22,0,20,18,25,1,0,0,115,31,39,493,668,73.8,7971,2386,249,302,201,253,29,55,1,1.6,1.2,-0.6,18,46,12,2,70,971,46,235,509,243,59,971,58,35,23,520,2680,1218,31,25,11,42,33,565,60,4,33,9,1.6,0.44,0.12,0.44,14.3,0,0,0,3.4,3.4,0.1,0.6,0.6,1
445,Nélson Semedo,POR,MF|DF,Wolves,1993,23.7,58,39,39,17,2,25,49,24,23,4,19,21,79,64,1,44,1.86,33,1,5,2,2,1,1,0.04,1,0,0,0,0,0,1,0,0,23,24,4,32,21,39,0,1,0,155,15,27,916,1169,78.4,12766,4408,567,628,290,367,31,92,1,1.3,1.4,-0.3,18,62,12,2,78,1487,90,416,605,481,52,1487,64,39,25,762,4570,2599,79,63,17,51,27,846,146,0,19,4,0.8,0.17,0.0,0.0,20.2,0,0,0,1.6,1.6,0.08,-1.6,-1.6,1
448,Luke Shaw,ENG,DF,Manchester Utd,1995,17.8,21,13,9,9,3,12,21,9,22,11,11,9,30,22,2,69,3.88,45,21,1,0,0,2,6,0.34,5,1,0,0,0,0,8,0,0,32,16,3,109,9,13,0,1,0,95,20,15,944,1193,79.1,14230,5275,551,612,294,361,64,134,3,3.6,2.7,-0.6,39,74,16,5,82,1316,55,293,597,436,15,1316,14,7,7,682,3798,2191,48,42,3,11,14,836,69,0,6,1,0.34,0.06,0.0,0.0,24.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,1
449,Jonjo Shelvey,ENG,MF,Newcastle Utd,1992,22.0,30,17,12,18,0,14,34,20,22,7,15,22,52,20,2,43,1.95,33,7,1,0,1,1,1,0.05,1,0,0,0,0,0,7,1,1,18,8,0,43,22,17,0,0,0,160,10,10,743,948,78.4,15780,5306,260,303,299,351,165,256,1,1.0,1.5,0.0,16,91,9,1,84,1113,56,317,648,167,3,1113,12,9,3,559,2486,1011,11,12,1,19,5,640,7,2,30,14,1.36,0.64,0.07,0.14,27.8,6,0,0,0.9,0.9,0.03,1.1,1.1,1
454,Thiago Silva,BRA,DF,Chelsea,1984,29.4,32,21,19,12,1,11,22,11,54,31,23,44,76,100,0,33,1.12,26,0,1,4,1,1,1,0.03,0,0,0,0,1,0,2,0,0,12,12,1,2,44,21,1,0,0,214,56,31,2436,2634,92.5,45456,20402,911,953,1243,1292,237,319,0,0.2,0.9,-0.2,7,197,18,1,145,2902,363,1255,1571,84,24,2902,7,6,1,1846,9914,6409,14,24,0,7,3,2168,2,3,18,5,0.61,0.17,0.17,0.6,12.2,0,0,0,0.9,0.9,0.05,2.1,2.1,1
456,Moussa Sissoko,FRA,MF,Watford,1989,35.8,53,27,27,20,6,28,42,14,42,13,29,30,83,64,0,75,2.1,62,0,4,3,1,5,3,0.08,1,0,1,0,0,1,5,0,0,35,11,2,26,30,27,0,0,0,241,64,52,922,1188,77.6,14966,4705,469,570,321,398,89,131,1,3.1,2.3,-2.1,37,95,24,11,116,1554,125,417,849,325,36,1554,76,52,24,746,3992,2076,51,35,3,49,53,822,71,2,25,8,0.7,0.22,0.08,0.25,16.8,0,0,0,3.8,3.7,0.15,-1.8,-1.7,1
457,Oliver Skipp,ENG,MF,Tottenham,2000,15.0,33,19,14,18,1,15,31,16,19,7,12,12,45,10,1,24,1.6,22,0,1,1,0,0,3,0.2,3,0,0,0,0,0,6,0,0,16,16,1,6,12,19,0,0,0,77,12,10,763,851,89.7,11665,2984,383,408,302,323,36,59,0,0.7,1.1,-0.7,8,78,11,2,76,973,26,171,653,152,11,973,6,4,2,581,2877,1454,27,28,3,15,11,711,18,0,4,1,0.27,0.07,0.0,0.0,24.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,1
460,Cédric Soares,POR,DF,Arsenal,1991,16.5,38,26,23,9,6,16,25,9,18,7,11,16,54,31,1,37,2.24,27,9,0,1,0,0,3,0.18,2,1,0,0,0,0,3,0,0,15,6,3,100,16,26,0,1,0,79,12,27,873,1112,78.5,14331,4550,442,490,353,421,59,149,1,1.6,1.3,-0.6,18,86,22,16,84,1252,52,320,568,376,13,1252,12,8,4,677,2841,1224,17,22,1,15,11,769,56,1,12,1,0.73,0.06,0.08,1.0,22.1,2,0,0,0.6,0.6,0.05,0.4,0.4,1
461,Tomáš Souček,CZE,MF,West Ham,1995,34.0,66,32,27,33,6,28,65,37,34,13,21,52,118,98,1,42,1.23,36,0,0,3,2,1,4,0.12,4,0,0,0,0,0,3,0,0,39,18,4,13,52,32,0,0,0,176,133,141,1036,1361,76.1,17344,4438,510,638,403,495,91,134,1,2.2,1.8,-1.2,21,105,12,2,141,1759,151,468,963,340,86,1759,16,10,6,802,3715,1522,36,24,3,40,16,1026,54,5,45,11,1.32,0.32,0.11,0.45,12.8,0,0,0,5.5,4.8,0.11,-0.5,0.2,1
463,Çağlar Söyüncü,TUR,DF,Leicester City,1996,27.7,47,30,32,12,3,26,42,16,44,27,17,32,79,115,1,14,0.5,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0,5,0,0,24,14,1,5,32,30,0,2,0,164,92,48,1630,1935,84.2,29197,10178,654,720,827,894,125,263,0,0.1,0.2,-0.1,3,70,3,2,71,2216,284,1186,982,65,16,2216,8,4,4,1393,6984,3401,19,15,0,9,3,1509,5,1,8,1,0.29,0.04,0.13,1.0,12.0,0,0,0,1.0,1.0,0.13,0.0,0.0,1
473,Pascal Struijk,NED,DF|MF,Leeds United,1999,22.8,61,39,34,23,4,30,50,20,35,23,12,33,94,60,2,21,0.92,18,0,0,2,0,1,1,0.04,0,0,0,1,0,0,6,1,0,25,8,1,0,33,39,0,0,0,161,40,39,1089,1278,85.2,20168,6807,372,423,616,665,85,148,0,0.4,0.2,-0.4,11,62,1,0,86,1533,172,801,653,85,21,1533,3,2,1,803,3748,2049,8,5,0,18,5,932,10,1,11,3,0.48,0.13,0.09,0.33,9.1,0,0,0,1.4,1.4,0.14,-0.4,-0.4,1
477,Matt Targett,ENG,DF,Aston Villa,1995,15.9,34,18,28,5,1,24,45,21,16,9,7,23,57,35,0,36,2.26,30,5,0,1,0,0,2,0.13,2,0,0,0,0,0,2,0,0,15,11,0,59,23,18,0,1,1,73,32,14,592,823,71.9,10224,4703,287,338,238,299,56,131,1,1.7,1.6,-0.7,21,68,20,8,83,984,60,293,437,259,15,984,6,1,5,466,1618,886,19,16,2,9,4,543,79,1,7,2,0.44,0.13,0.14,0.5,13.5,0,0,0,0.5,0.5,0.07,0.5,0.5,1
478,Matt Targett,ENG,DF,Newcastle Utd,1995,16.0,41,26,26,14,1,24,37,13,15,4,11,25,66,39,1,44,2.75,21,15,2,1,5,0,2,0.12,1,1,0,0,0,0,1,0,0,9,12,1,76,25,26,0,0,0,72,19,12,566,789,71.7,9448,4669,275,310,230,302,46,131,0,1.9,1.5,-1.9,20,47,13,6,53,940,60,308,404,233,11,940,17,10,7,358,1217,562,11,8,2,13,5,420,40,0,6,3,0.37,0.19,0.0,0.0,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,1
